"pagegroupname","devicetypename","goalcomplete","bucket","session_loadtime","sticky_beacons","session_persistence","session_persistence_25","session_persistence_50","session_persistence_75","avg_page_index","avg_page_position","page_beacons","page_timer","session_length","sessions","beacons","non_bounce_sessions","bounces","page_visit_time","session_duration","bounce_rate","session_duration_minutes","bucket_label","retention_rate","beacon_pc","website"
"article","Mobile",0,19100,50622.11624803,19,3.157,1,3,4,2.056,0.911782196,107,19053.0,2.616,107,224,16,71,101,355,78.02,5.92,"19.0 - 19.1 s",0.17757009345794392,0.7148682950170662,4
"article","Mobile",0,19200,51052.912322573,14,3.642,1,2,3,1.468,0.918516,96,19143.5,2.0,96,173,4,69,88,303,75.0,5.05,"19.1 - 19.2 s",0.14583333333333334,0.7148682950170662,4
"article","Mobile",0,19300,50603.387273089,31,2.258,1,1,3,1.982,0.874627982,112,19245.0,2.607,112,246,15,66,106,321,68.04,5.35,"19.2 - 19.3 s",0.2767857142857143,0.7148682950170662,4
"article","Mobile",0,19400,52488.308321678,27,3.481,1,2,4,1.8,0.86742897,100,19351.0,2.74,100,222,12,64,88,397,72.73,6.62,"19.3 - 19.4 s",0.27,0.7148682950170662,4
"article","Mobile",0,19500,46496.210363372,17,4.352,1,3,6,1.977,0.903883977,89,19453.0,2.808,89,212,10,62,114,603,78.48,10.05,"19.4 - 19.5 s",0.19101123595505617,0.7148682950170662,4
"article","Mobile",0,19600,45802.878638832,20,5.4,2,3,7,1.484,0.876752863,95,19554.0,2.621,95,214,9,69,83,335,80.23,5.58,"19.5 - 19.6 s",0.21052631578947367,0.7148682950170662,4
"article","Mobile",0,19700,55387.234751463,26,4.115,1,1,5,1.744,0.859282393,94,19658.0,2.882,94,217,12,56,127,551,68.29,9.18,"19.6 - 19.7 s",0.2765957446808511,0.7148682950170662,4
"article","Mobile",0,19800,50559.316818182,18,2.333,1,2,3,1.5,0.911535127,110,19748.5,1.881,110,177,8,74,111,457,72.55,7.62,"19.7 - 19.8 s",0.16363636363636364,0.7148682950170662,4
"article","Mobile",0,19900,55772.311582472,28,2.785,1,1,2,1.553,0.8889029,121,19849.0,2.198,121,238,7,83,105,327,72.81,5.45,"19.8 - 19.9 s",0.23140495867768596,0.7148682950170662,4
"article","Mobile",0,20000,50548.571238859,18,3.111,1,2,5,1.764,0.896137847,85,19951.0,2.423,85,185,7,57,121,486,73.08,8.1,"19.9 - 20.0 s",0.21176470588235294,0.7148682950170662,4
"article","Tablet",0,100,7029.146751663,1241,5.995,2,4,8,8.114,0.684732133,1585,77.0,12.808,1585,19593,3,35,178,2387,2.21,39.78,"0 - 100 ms",0.7829652996845425,0.7148682950170662,4
"article","Tablet",0,200,7422.739530697,2839,6.214,2,4,9,7.827,0.660930572,3527,149.0,12.829,3527,43350,1,100,198,2827,2.84,47.12,"100 - 200 ms",0.8049333711369436,0.7148682950170662,4
"article","Tablet",0,300,8960.069669141,2080,5.993,2,4,8,7.211,0.682951289,2845,248.0,11.593,2845,31505,0,218,200,2685,7.66,44.75,"200 - 300 ms",0.7311072056239016,0.7148682950170662,4
"article","Tablet",0,400,9103.289958272,1662,5.568,2,4,8,5.549,0.703920819,2655,347.0,9.035,2655,22786,1,367,173,1936,13.83,32.27,"300 - 400 ms",0.6259887005649718,0.7148682950170662,4
"article","Tablet",0,500,8907.088270748,1767,5.92,2,4,8,4.992,0.702507263,2964,454.0,8.522,2964,23867,7,427,157,1769,14.44,29.48,"400 - 500 ms",0.5961538461538461,0.7148682950170662,4
"article","Tablet",0,600,8369.767141368,2692,6.162,2,4,9,5.12,0.671596879,4093,555.0,9.173,4093,35632,7,492,158,1798,12.04,29.97,"500 - 600 ms",0.6577082824334229,0.7148682950170662,4
"article","Tablet",0,700,8238.512715883,4667,6.572,2,5,9,5.579,0.64706036,6605,656.0,10.223,6605,64327,22,563,156,1921,8.55,32.02,"600 - 700 ms",0.7065859197577593,0.7148682950170662,4
"article","Tablet",0,800,7346.398091319,7046,6.527,2,5,9,5.466,0.639777413,9778,756.0,10.17,9778,95089,60,896,147,1792,9.22,29.87,"700 - 800 ms",0.720597259153201,0.7148682950170662,4
"article","Tablet",0,900,7252.728967495,9473,6.462,2,5,9,5.381,0.641188449,13284,854.0,9.99,13284,127176,95,1357,151,1816,10.29,30.27,"800 - 900 ms",0.7131135200240891,0.7148682950170662,4
"article","Tablet",0,1000,7603.596319606,11973,6.403,2,5,9,5.449,0.647240289,16861,952.0,9.996,16861,161011,153,1828,149,1811,10.94,30.18,"0.9 - 1.0 s",0.7101002313030069,0.7148682950170662,4
"article","Tablet",0,1100,7535.535130925,14527,6.294,2,4,9,5.475,0.655777936,20726,1053.0,9.887,20726,196040,229,2515,147,1783,12.27,29.72,"1.0 - 1.1 s",0.7009070732413394,0.7148682950170662,4
"article","Tablet",0,1200,7595.8078715,16176,6.155,2,4,9,5.357,0.668906933,23775,1151.0,9.545,23775,216531,283,3248,145,1752,13.83,29.2,"1.1 - 1.2 s",0.6803785488958991,0.7148682950170662,4
"article","Tablet",0,1300,7831.12242795,17377,6.018,2,4,8,5.248,0.676817517,25978,1251.0,9.274,25978,229623,425,4025,142,1692,15.75,28.2,"1.2 - 1.3 s",0.6689121564400646,0.7148682950170662,4
"article","Tablet",0,1400,8066.537549248,17582,5.982,2,4,8,5.168,0.691097509,27332,1351.0,9.016,27332,234624,555,5006,138,1639,18.7,27.32,"1.3 - 1.4 s",0.6432752817210595,0.7148682950170662,4
"article","Tablet",0,1500,8473.442718335,17487,5.83,2,4,8,4.996,0.700556314,27862,1451.0,8.656,27862,228855,683,5785,136,1594,21.28,26.57,"1.4 - 1.5 s",0.6276290287847247,0.7148682950170662,4
"article","Tablet",0,1600,9019.529008846,16263,5.76,2,4,8,4.83,0.713349019,27152,1550.0,8.281,27152,212556,860,6383,133,1519,24.28,25.32,"1.5 - 1.6 s",0.5989614024749558,0.7148682950170662,4
"article","Tablet",0,1700,9399.11701697,15609,5.626,2,4,8,4.702,0.720250269,26461,1650.0,8.021,26461,199845,1051,6747,131,1484,26.55,24.73,"1.6 - 1.7 s",0.5898870035146064,0.7148682950170662,4
"article","Tablet",0,1800,10085.303146886,14187,5.626,2,4,8,4.574,0.728551663,24949,1750.0,7.773,24949,181423,1250,6783,129,1449,28.62,24.15,"1.7 - 1.8 s",0.5686400256523307,0.7148682950170662,4
"article","Tablet",0,1900,10608.659929504,13057,5.602,2,4,8,4.533,0.732192438,23216,1850.0,7.684,23216,165580,1323,6536,128,1419,29.85,23.65,"1.8 - 1.9 s",0.5624138525155066,0.7148682950170662,4
"article","Tablet",0,2000,11265.933371659,11796,5.593,2,4,8,4.384,0.736809767,21516,1950.0,7.45,21516,147825,1479,6555,127,1400,32.71,23.33,"1.9 - 2.0 s",0.5482431678750698,0.7148682950170662,4
"article","Tablet",0,2100,11868.204390726,11028,5.517,2,4,8,4.295,0.743458692,20621,2050.0,7.246,20621,136880,1565,6523,127,1364,34.23,22.73,"2.0 - 2.1 s",0.5347946268367199,0.7148682950170662,4
"article","Tablet",0,2200,12416.422707241,10203,5.534,2,4,8,4.23,0.750401414,19582,2150.0,7.114,19582,126857,1603,6551,124,1335,36.44,22.25,"2.1 - 2.2 s",0.5210397303646206,0.7148682950170662,4
"article","Tablet",0,2300,13043.168894396,9469,5.469,2,4,8,4.165,0.753235721,18386,2249.0,6.982,18386,115865,1639,6222,123,1304,37.15,21.73,"2.2 - 2.3 s",0.515011421733928,0.7148682950170662,4
"article","Tablet",0,2400,13471.479479737,8783,5.432,2,4,8,4.007,0.759214021,17602,2349.0,6.718,17602,106815,1554,6301,121,1257,39.26,20.95,"2.3 - 2.4 s",0.4989773889330758,0.7148682950170662,4
"article","Tablet",0,2500,14024.449795993,8298,5.51,2,4,8,3.909,0.757275234,16662,2451.0,6.654,16662,99515,1544,6021,120,1240,39.83,20.67,"2.4 - 2.5 s",0.49801944544472454,0.7148682950170662,4
"article","Tablet",0,2600,14443.456615392,7861,5.424,2,4,8,3.94,0.762937928,16058,2550.0,6.595,16058,94464,1571,5906,122,1275,40.77,21.25,"2.5 - 2.6 s",0.489537925021796,0.7148682950170662,4
"article","Tablet",0,2700,14779.005307765,7343,5.393,2,4,8,3.88,0.76232743,15081,2649.0,6.506,15081,87037,1519,5622,120,1230,41.45,20.5,"2.6 - 2.7 s",0.4869040514554738,0.7148682950170662,4
"article","Tablet",0,2800,15208.86184184,6885,5.442,2,4,8,3.801,0.763757621,14281,2750.0,6.425,14281,81419,1411,5503,121,1247,42.76,20.78,"2.7 - 2.8 s",0.48210909600168056,0.7148682950170662,4
"article","Tablet",0,2900,15618.700675171,6540,5.378,2,4,7,3.853,0.76554903,13584,2850.0,6.443,13584,77641,1377,5181,122,1235,42.44,20.58,"2.8 - 2.9 s",0.48144876325088337,0.7148682950170662,4
"article","Tablet",0,3000,15842.488975942,6093,5.335,2,3,7,3.859,0.76844511,12715,2949.0,6.416,12715,71761,1367,4898,119,1230,43.16,20.5,"2.9 - 3.0 s",0.4791977978765238,0.7148682950170662,4
"article","Tablet",0,3100,16252.063564385,5574,5.397,2,4,8,3.795,0.774996258,12062,3050.0,6.289,12062,66940,1298,4758,119,1214,44.2,20.23,"3.0 - 3.1 s",0.4621124191676339,0.7148682950170662,4
"article","Tablet",0,3200,16656.482993026,5318,5.288,2,3,7,3.719,0.771375023,11323,3150.0,6.203,11323,61609,1248,4450,120,1224,44.17,20.4,"3.1 - 3.2 s",0.4696635167358474,0.7148682950170662,4
"article","Tablet",0,3300,17011.222867383,4963,5.384,2,4,8,3.693,0.769404604,10637,3251.0,6.206,10637,57832,1176,4172,117,1188,44.1,19.8,"3.2 - 3.3 s",0.4665789226285607,0.7148682950170662,4
"article","Tablet",0,3400,17423.733124407,4779,5.266,2,3,7,3.705,0.767300011,10057,3349.0,6.207,10057,54651,1133,3899,120,1220,43.69,20.33,"3.3 - 3.4 s",0.4751914089688774,0.7148682950170662,4
"article","Tablet",0,3500,17691.39596962,4390,5.193,1,3,7,3.736,0.773588705,9391,3450.0,6.163,9391,50562,1029,3730,119,1196,44.61,19.93,"3.4 - 3.5 s",0.46746885315727826,0.7148682950170662,4
"article","Tablet",0,3600,17691.643369609,4072,5.088,1,3,7,3.633,0.778207944,8866,3550.0,5.97,8866,46297,956,3557,120,1168,44.97,19.47,"3.5 - 3.6 s",0.4592826528310399,0.7148682950170662,4
"article","Tablet",0,3700,18171.785393058,3875,5.29,2,3,7,3.732,0.770835152,8225,3650.0,6.225,8225,44496,1043,3232,124,1271,45.0,21.18,"3.6 - 3.7 s",0.47112462006079026,0.7148682950170662,4
"article","Tablet",0,3800,18981.505016377,3669,5.219,2,3,7,3.726,0.773700219,7858,3750.0,6.163,7858,41962,937,3095,123,1199,44.72,19.98,"3.7 - 3.8 s",0.4669127004326801,0.7148682950170662,4
"article","Tablet",0,3900,18807.844741073,3414,5.294,2,3,7,3.757,0.768461132,7226,3850.0,6.259,7226,38941,919,2826,121,1225,44.81,20.42,"3.8 - 3.9 s",0.47246055909216716,0.7148682950170662,4
"article","Tablet",0,4000,19034.579692981,3216,5.193,2,3,7,3.855,0.77018091,6725,3949.0,6.339,6725,36771,844,2555,120,1190,43.44,19.83,"3.9 - 4.0 s",0.47821561338289964,0.7148682950170662,4
"article","Tablet",0,4100,19501.163897306,2922,5.282,2,3,7,3.661,0.771745888,6307,4050.0,6.108,6307,33154,806,2435,122,1169,44.26,19.48,"4.0 - 4.1 s",0.46329475186300934,0.7148682950170662,4
"article","Tablet",0,4200,20205.857912897,2750,5.2,1,3,7,3.772,0.774247189,5878,4149.0,6.205,5878,31174,753,2279,123,1237,44.47,20.62,"4.1 - 4.2 s",0.4678462061925825,0.7148682950170662,4
"article","Tablet",0,4300,20265.136242475,2625,5.241,2,4,7,3.764,0.769255456,5539,4250.0,6.248,5539,29753,730,2084,121,1212,43.34,20.2,"4.2 - 4.3 s",0.4739122585304206,0.7148682950170662,4
"article","Tablet",0,4400,20066.145957233,2412,4.98,1,3,7,3.67,0.776823989,5171,4350.0,5.993,5171,26546,670,2023,123,1221,44.95,20.35,"4.3 - 4.4 s",0.46644749564881066,0.7148682950170662,4
"article","Tablet",0,4500,20615.417310956,2313,5.272,2,4,7,3.743,0.77022352,4921,4449.0,6.221,4921,26224,636,1891,122,1187,44.13,19.78,"4.4 - 4.5 s",0.47002641739483847,0.7148682950170662,4
"article","Tablet",0,4600,21029.583866486,2077,5.126,2,3,7,3.619,0.77830541,4587,4550.0,5.94,4587,23028,581,1805,117,1118,45.06,18.63,"4.5 - 4.6 s",0.4528013952474384,0.7148682950170662,4
"article","Tablet",0,4700,20790.65888464,1990,5.101,2,3,7,3.703,0.772359368,4246,4649.0,6.094,4246,22016,574,1603,126,1225,43.65,20.42,"4.6 - 4.7 s",0.4686764013188884,0.7148682950170662,4
"article","Tablet",0,4800,20996.543178404,1874,5.125,2,3,7,3.728,0.774692081,3995,4748.0,6.132,3995,20917,568,1515,121,1118,44.21,18.63,"4.7 - 4.8 s",0.4690863579474343,0.7148682950170662,4
"article","Tablet",0,4900,21669.88380794,1691,5.185,2,3,7,3.632,0.780400487,3753,4850.0,5.968,3753,19013,527,1494,123,1160,46.31,19.33,"4.8 - 4.9 s",0.4505728750333067,0.7148682950170662,4
"article","Tablet",0,5000,21400.572122064,1572,5.291,2,4,7,3.676,0.77312592,3429,4950.0,6.102,3429,17787,455,1304,126,1220,43.85,20.33,"4.9 - 5.0 s",0.4584426946631671,0.7148682950170662,4
"article","Tablet",0,5100,21810.678727149,1545,5.084,1,3,7,3.733,0.780941237,3412,5050.0,6.035,3412,17270,510,1277,131,1246,44.0,20.77,"5.0 - 5.1 s",0.45281359906213364,0.7148682950170662,4
"article","Tablet",0,5200,22414.23477498,1457,5.218,2,4,7,3.783,0.77461952,3107,5149.0,6.23,3107,16121,471,1165,131,1267,44.2,21.12,"5.1 - 5.2 s",0.4689411007402639,0.7148682950170662,4
"article","Tablet",0,5300,22512.275998769,1376,5.208,1,3,7,3.728,0.770945512,2902,5250.0,6.198,2902,15118,412,1067,131,1299,42.85,21.65,"5.2 - 5.3 s",0.4741557546519642,0.7148682950170662,4
"article","Tablet",0,5400,22463.837371521,1239,4.943,2,3,6,3.751,0.783298347,2736,5349.0,5.99,2736,13605,394,1034,131,1212,44.15,20.2,"5.3 - 5.4 s",0.45285087719298245,0.7148682950170662,4
"article","Tablet",0,5500,22555.818858838,1185,5.441,2,3,7,3.615,0.771361508,2578,5449.0,6.117,2578,13145,408,969,128,1200,44.65,20.0,"5.4 - 5.5 s",0.4596586501163693,0.7148682950170662,4
"article","Tablet",0,5600,22830.19871698,1102,5.287,2,3,7,3.655,0.770925302,2383,5549.0,6.1,2383,12241,356,854,129,1167,42.13,19.45,"5.5 - 5.6 s",0.4624422996223248,0.7148682950170662,4
"article","Tablet",0,5700,23618.060454001,1129,5.114,2,3,7,3.811,0.770829364,2373,5650.0,6.244,2373,12203,378,862,133,1289,43.21,21.48,"5.6 - 5.7 s",0.47576906868942265,0.7148682950170662,4
"article","Tablet",0,5800,22951.870091661,1027,5.318,1,3,7,3.742,0.771869387,2202,5750.0,6.223,2202,11391,352,817,127,1225,44.16,20.42,"5.7 - 5.8 s",0.466394187102634,0.7148682950170662,4
"article","Tablet",0,5900,23668.822655604,1006,5.149,2,3,7,3.666,0.770482639,2147,5851.0,6.079,2147,10822,348,769,133,1216,42.75,20.27,"5.8 - 5.9 s",0.4685607824871914,0.7148682950170662,4
"article","Tablet",0,6000,23629.446710659,936,5.181,2,3,7,3.895,0.767126776,1940,5947.0,6.395,1940,10252,335,682,132,1302,42.49,21.7,"5.9 - 6.0 s",0.4824742268041237,0.7148682950170662,4
"article","Tablet",0,6100,23955.626377582,890,4.876,1,3,7,3.876,0.777838863,1906,6050.0,6.153,1906,9637,298,678,132,1249,42.16,20.82,"6.0 - 6.1 s",0.4669464847848898,0.7148682950170662,4
"article","Tablet",0,6200,24105.596613567,846,4.888,1,3,7,3.785,0.771026257,1750,6148.0,6.148,1750,8789,314,655,128,1216,45.61,20.27,"6.1 - 6.2 s",0.48342857142857143,0.7148682950170662,4
"article","Tablet",0,6300,24908.870837492,834,5.181,2,4,7,4.002,0.772528943,1742,6251.0,6.483,1742,9310,308,603,136,1312,42.05,21.87,"6.2 - 6.3 s",0.47876004592422505,0.7148682950170662,4
"article","Tablet",0,6400,24043.742343731,833,5.187,2,3,7,3.86,0.753290175,1669,6349.0,6.449,1669,8641,304,573,123,1124,41.98,18.73,"6.3 - 6.4 s",0.49910125823846613,0.7148682950170662,4
"article","Tablet",0,6500,24956.895650503,729,4.839,1,3,7,3.751,0.784991666,1603,6449.0,5.951,1603,7830,253,587,134,1187,43.48,19.78,"6.4 - 6.5 s",0.45477230193387397,0.7148682950170662,4
"article","Tablet",0,6600,25389.466519991,735,5.096,1,3,7,3.975,0.768755472,1533,6552.0,6.418,1533,8048,289,520,133,1282,41.8,21.37,"6.5 - 6.6 s",0.4794520547945205,0.7148682950170662,4
"article","Tablet",0,6700,25921.780062789,643,5.09,2,3,7,3.838,0.776106639,1388,6649.0,6.196,1388,7009,248,520,133,1259,45.61,20.98,"6.6 - 6.7 s",0.46325648414985593,0.7148682950170662,4
"article","Tablet",0,6800,26722.87699688,645,5.46,2,4,8,3.809,0.772396544,1392,6749.0,6.339,1392,7211,259,519,129,1204,45.81,20.07,"6.7 - 6.8 s",0.46336206896551724,0.7148682950170662,4
"article","Tablet",0,6900,26410.31962923,595,5.211,2,3,7,3.645,0.771700414,1284,6851.0,6.06,1284,6242,250,463,131,1181,44.78,19.68,"6.8 - 6.9 s",0.4633956386292835,0.7148682950170662,4
"article","Tablet",0,7000,26291.949555726,612,5.165,2,3,7,3.762,0.757137053,1250,6950.0,6.291,1250,6294,244,429,134,1195,42.64,19.92,"6.9 - 7.0 s",0.4896,0.7148682950170662,4
"article","Tablet",0,7100,26171.494413475,544,5.628,2,4,8,3.54,0.759563921,1157,7052.0,6.186,1157,5894,195,420,135,1218,43.66,20.3,"7.0 - 7.1 s",0.4701815038893691,0.7148682950170662,4
"article","Tablet",0,7200,25596.299929572,482,5.367,2,3,7,3.755,0.773320989,1056,7151.0,6.205,1056,5412,183,400,143,1335,45.82,22.25,"7.1 - 7.2 s",0.4564393939393939,0.7148682950170662,4
"article","Tablet",0,7300,25914.211019192,491,5.169,2,3,7,3.793,0.77013237,1053,7248.0,6.204,1053,5177,193,368,136,1213,42.79,20.22,"7.2 - 7.3 s",0.466286799620133,0.7148682950170662,4
"article","Tablet",0,7400,26569.052631478,473,4.689,1,3,6,3.733,0.785803005,1034,7352.0,5.878,1034,5009,168,377,129,1153,43.53,19.22,"7.3 - 7.4 s",0.4574468085106383,0.7148682950170662,4
"article","Tablet",0,7500,25103.761983006,467,5.081,1,3,7,3.61,0.777877079,1047,7451.0,5.876,1047,4982,168,381,137,1211,43.34,20.18,"7.4 - 7.5 s",0.44603629417383,0.7148682950170662,4
"article","Tablet",0,7600,26347.924041604,447,5.085,1,3,7,3.812,0.782318267,965,7550.0,6.167,965,4829,158,356,134,1248,44.11,20.8,"7.5 - 7.6 s",0.46321243523316064,0.7148682950170662,4
"article","Tablet",0,7700,25839.11102841,389,5.547,1,3,8,3.61,0.785582386,888,7646.0,6.04,888,4368,136,326,123,1107,43.35,18.45,"7.6 - 7.7 s",0.4380630630630631,0.7148682950170662,4
"article","Tablet",0,7800,27386.679059918,393,5.137,2,3,7,3.447,0.773120817,871,7748.0,5.765,871,4132,140,327,133,1155,44.73,19.25,"7.7 - 7.8 s",0.45120551090700345,0.7148682950170662,4
"article","Tablet",0,7900,28318.488035259,402,5.378,2,3,7,3.713,0.763325813,848,7849.0,6.262,848,4293,144,312,144,1325,44.32,22.08,"7.8 - 7.9 s",0.4740566037735849,0.7148682950170662,4
"article","Tablet",0,8000,25506.06583352,405,4.92,1,3,7,3.59,0.764198742,858,7948.0,5.913,858,4179,135,307,135,1184,42.46,19.73,"7.9 - 8.0 s",0.47202797202797203,0.7148682950170662,4
"article","Tablet",0,8100,26666.779014808,394,5.114,2,3,7,3.845,0.77446281,860,8049.0,6.188,860,4265,175,301,136,1205,43.94,20.08,"8.0 - 8.1 s",0.45813953488372094,0.7148682950170662,4
"article","Tablet",0,8200,26590.701838775,348,5.316,1,3,8,3.958,0.781855267,767,8149.0,6.37,767,3855,154,293,138,1333,47.8,22.22,"8.1 - 8.2 s",0.45371577574967403,0.7148682950170662,4
"article","Tablet",0,8300,28134.135044105,358,4.913,1,3,7,3.965,0.774476808,753,8250.0,6.301,753,3803,149,254,154,1374,42.05,22.9,"8.2 - 8.3 s",0.4754316069057105,0.7148682950170662,4
"article","Tablet",0,8400,26801.61094008,316,4.958,2,3,7,3.956,0.788747098,713,8354.0,6.154,713,3538,135,258,139,1271,44.64,21.18,"8.3 - 8.4 s",0.4431977559607293,0.7148682950170662,4
"article","Tablet",0,8500,27200.25114446,310,5.093,2,3,7,3.86,0.776395448,682,8449.0,6.175,682,3353,141,245,136,1186,45.29,19.77,"8.4 - 8.5 s",0.45454545454545453,0.7148682950170662,4
"article","Tablet",0,8600,27801.54972645,307,5.28,2,4,7,3.555,0.768602549,670,8550.0,5.974,670,3186,120,247,133,1192,44.91,19.87,"8.5 - 8.6 s",0.4582089552238806,0.7148682950170662,4
"article","Tablet",0,8700,26866.990882797,290,5.196,2,3,7,3.954,0.769788946,621,8651.0,6.381,621,3167,113,223,134,1252,43.9,20.87,"8.6 - 8.7 s",0.4669887278582931,0.7148682950170662,4
"article","Tablet",0,8800,28938.574274094,281,5.085,1,3,6,3.406,0.767861186,600,8748.0,5.788,600,2839,105,216,136,1281,43.64,21.35,"8.7 - 8.8 s",0.4683333333333333,0.7148682950170662,4
"article","Tablet",0,8900,29578.624125327,291,4.714,1,3,6,3.56,0.760306823,601,8848.0,5.843,601,2723,104,218,146,1272,43.86,21.2,"8.8 - 8.9 s",0.4841930116472546,0.7148682950170662,4
"article","Tablet",0,9000,28496.237702368,258,5.062,1,3,7,3.644,0.75521634,543,8948.0,6.049,543,2664,107,177,152,1393,40.6,23.22,"8.9 - 9.0 s",0.47513812154696133,0.7148682950170662,4
"article","Tablet",0,9100,28098.359915094,271,5.103,1,3,7,3.718,0.754602338,555,9053.0,6.21,555,2755,103,201,151,1474,44.47,24.57,"9.0 - 9.1 s",0.4882882882882883,0.7148682950170662,4
"article","Tablet",0,9200,28678.750327022,256,5.078,1,4,6,3.694,0.744623941,511,9151.0,6.238,511,2581,101,174,138,1257,42.44,20.95,"9.1 - 9.2 s",0.5009784735812133,0.7148682950170662,4
"article","Tablet",0,9300,29451.378723879,235,5.506,2,4,7,3.759,0.761932803,499,9251.0,6.352,499,2524,89,187,128,1162,45.61,19.37,"9.2 - 9.3 s",0.4709418837675351,0.7148682950170662,4
"article","Tablet",0,9400,29343.977067876,227,5.096,2,3,6,3.764,0.760780533,472,9351.0,6.216,472,2328,97,162,140,1322,43.2,22.03,"9.3 - 9.4 s",0.4809322033898305,0.7148682950170662,4
"article","Tablet",0,9500,28413.995183306,237,5.354,1,3,7,3.649,0.755449758,493,9449.0,6.223,493,2389,119,164,142,1270,43.85,21.17,"9.4 - 9.5 s",0.48073022312373226,0.7148682950170662,4
"article","Tablet",0,9600,30881.455884031,207,4.685,1,3,6,3.542,0.778279407,452,9548.0,5.688,452,2055,85,162,141,1155,44.14,19.25,"9.5 - 9.6 s",0.4579646017699115,0.7148682950170662,4
"article","Tablet",0,9700,29398.819004982,237,5.194,2,4,7,4.093,0.743091042,473,9649.0,6.695,473,2509,105,159,141,1346,43.21,22.43,"9.6 - 9.7 s",0.5010570824524313,0.7148682950170662,4
"article","Tablet",0,9800,29744.305479717,199,5.643,2,4,8,3.75,0.767880575,433,9752.0,6.344,433,2185,80,155,141,1299,43.91,21.65,"9.7 - 9.8 s",0.45958429561200925,0.7148682950170662,4
"article","Tablet",0,9900,33410.750346127,196,5.642,2,4,8,3.653,0.761970498,441,9849.0,6.16,441,2115,92,158,141,1287,45.27,21.45,"9.8 - 9.9 s",0.4444444444444444,0.7148682950170662,4
"article","Tablet",0,10000,30839.425084684,186,5.134,2,4,6,3.405,0.75164607,400,9950.0,5.792,400,1775,88,145,146,1302,46.47,21.7,"9.9 - 10.0 s",0.465,0.7148682950170662,4
"article","Tablet",0,10100,30862.84452307,201,5.626,2,4,7,3.547,0.737846803,402,10048.0,6.36,402,2056,87,143,128,1202,45.4,20.03,"10.0 - 10.1 s",0.5,0.7148682950170662,4
"article","Tablet",0,10200,31051.285674617,160,5.437,1,4,8,3.164,0.761797295,365,10152.0,5.547,365,1598,66,140,135,1035,46.82,17.25,"10.1 - 10.2 s",0.4383561643835616,0.7148682950170662,4
"article","Tablet",0,10300,33048.172890231,161,5.086,2,4,6,3.514,0.769277381,367,10250.0,5.746,367,1655,68,141,142,1334,47.16,22.23,"10.2 - 10.3 s",0.43869209809264303,0.7148682950170662,4
"article","Tablet",0,10400,30532.294343561,185,5.308,2,4,7,3.464,0.727838458,351,10353.0,6.262,351,1696,92,107,159,1470,41.31,24.5,"10.3 - 10.4 s",0.5270655270655271,0.7148682950170662,4
"article","Tablet",0,10500,33952.452743618,153,5.307,2,4,7,3.56,0.774406318,339,10447.0,5.955,339,1561,86,132,133,1131,52.17,18.85,"10.4 - 10.5 s",0.45132743362831856,0.7148682950170662,4
"article","Tablet",0,10600,30663.155889145,145,5.213,2,4,7,3.633,0.768644664,319,10552.0,6.003,319,1484,68,117,144,1348,46.61,22.47,"10.5 - 10.6 s",0.45454545454545453,0.7148682950170662,4
"article","Tablet",0,10700,33050.811343016,161,5.434,2,4,7,3.555,0.731749074,324,10656.0,6.256,324,1540,77,115,154,1466,46.56,24.43,"10.6 - 10.7 s",0.49691358024691357,0.7148682950170662,4
"article","Tablet",0,10800,32145.833275585,182,4.967,1,3,6,3.508,0.735120757,346,10751.0,6.121,346,1687,79,110,144,1365,41.2,22.75,"10.7 - 10.8 s",0.5260115606936416,0.7148682950170662,4
"article","Tablet",0,10900,32700.106886943,141,5.255,2,4,8,3.443,0.768198254,318,10849.0,5.773,318,1458,74,119,126,1037,48.77,17.28,"10.8 - 10.9 s",0.44339622641509435,0.7148682950170662,4
"article","Tablet",0,11000,32143.283310804,133,5.496,2,4,7,4.006,0.773725208,298,10952.5,6.459,298,1444,70,110,124,1154,48.25,19.23,"10.9 - 11.0 s",0.4463087248322148,0.7148682950170662,4
"article","Tablet",0,11100,33959.109073596,148,5.087,2,3,7,3.528,0.740724468,301,11052.0,6.029,301,1417,69,95,144,1194,40.95,19.9,"11.0 - 11.1 s",0.49169435215946844,0.7148682950170662,4
"article","Tablet",0,11200,32248.865249695,135,5.748,2,4,8,3.554,0.755422385,296,11153.0,6.175,296,1403,68,106,139,1323,46.49,22.05,"11.1 - 11.2 s",0.4560810810810811,0.7148682950170662,4
"article","Tablet",0,11300,32007.438497543,146,5.52,2,4,8,3.898,0.759048053,315,11253.0,6.457,315,1613,68,105,140,1299,42.51,21.65,"11.2 - 11.3 s",0.4634920634920635,0.7148682950170662,4
"article","Tablet",0,11400,31982.681661817,130,5.961,2,4,8,4.093,0.764063298,288,11351.0,6.784,288,1522,69,94,141,1323,42.92,22.05,"11.3 - 11.4 s",0.4513888888888889,0.7148682950170662,4
"article","Tablet",0,11500,34014.253990334,116,5.146,1,4,8,3.585,0.772185062,256,11447.5,5.917,256,1138,62,84,166,1504,43.3,25.07,"11.4 - 11.5 s",0.453125,0.7148682950170662,4
"article","Tablet",0,11600,33510.116077892,116,5.362,2,4,7,3.619,0.767730113,255,11556.0,6.058,255,1200,54,97,143,1319,48.26,21.98,"11.5 - 11.6 s",0.4549019607843137,0.7148682950170662,4
