DEVICETYPENAME,TTFB,TTI,FREQ
Other,20,4872.000,3
Other,620,9229.000,3
,3090,12553.000,3
,4800,14761.000,3
,4490,27358.000,3
Other,930,8957.000,3
,3130,9943.000,3
,3290,15613.000,3
,2960,12878.000,3
,3190,11944.000,3
,3260,16338.000,3
,2920,7432.000,3
,3640,9443.000,3
Other,540,2122.000,3
,3890,12219.000,2
,3400,9477.500,2
,4190,15086.000,2
Other,580,6562.500,2
Other,1410,35341.000,2
,4670,8978.500,2
,4180,8656.000,2
Other,470,7250.500,2
Other,1020,7543.000,2
Other,140,2910.500,2
Other,190,6395.500,2
Other,290,9889.500,2
Other,1390,5650.500,2
,4400,15365.000,2
Other,1140,10263.000,2
,3590,12553.500,2
,4280,21928.000,2
,3540,9228.500,2
,2770,6950.500,2
,2840,12173.500,2
,3610,12281.500,2
Desktop,-330,5498.000,2
Other,90,10861.500,2
,3760,13646.000,2
,3330,12072.000,2
,4200,11160.000,2
Other,1820,135600.000,2
Other,150,24955.000,2
Other,1100,8150.000,2
Other,680,3675.500,2
Other,960,11686.500,2
Other,1200,9997.500,2
,3990,9804.500,2
Other,2210,26494.500,2
,4860,19039.500,2
Other,810,22115.000,2
Other,770,9817.500,2
,4290,9721.000,2
,3390,5730.000,2
,2900,8804.500,2
,3270,9859.000,2
,3510,5407.000,2
,3360,10673.000,2
Other,600,5583.000,2
Other,1230,11234.500,2
,3860,15364.500,2
Other,70,5215.500,2
,4440,12202.500,2
Other,640,13438.500,2
Other,1550,23512.000,2
,2760,15686.500,2
,3220,10647.000,2
Other,480,11333.500,2
Other,760,4538.000,2
,4410,13027.000,2
,4940,10062.000,2
Other,720,13743.500,2
Other,1500,10079.500,2
,3840,11570.500,2
,4610,46311.000,2
Other,710,7807.500,2
,4870,11833.500,2
,4080,18600.500,2
,4300,16333.000,2
Other,850,6868.000,2
,3740,19568.000,2
,3960,18396.500,2
Other,780,17088.500,2
,2730,8634.500,2
,3410,11437.500,2
,3440,9595.000,2
,3790,17765.000,2
Other,900,12319.000,2
Other,1050,5233.000,2
,2490,13539.500,2
Other,980,13889.000,2
,2800,7340.500,2
,3940,11994.500,2
Other,1610,8907.000,2
Other,700,6426.000,2
,3660,11386.000,2
Other,240,5326.000,2
,3070,8491.000,2
,3060,8527.000,2
Other,1580,18395.000,2
Other,2340,12551.500,2
,4100,15365.000,2
,2990,7222.000,2
Other,970,7402.000,2
,3980,10679.500,2
Other,1790,12983.000,2
,3200,33351.500,2
,3870,14031.000,2
Other,1600,11384.000,2
,3420,7354.000,2
,3230,9070.000,2
Other,1120,7806.500,2
,3630,12236.500,2
Other,790,9942.000,2
,3670,12717.500,2
,3170,12043.000,2
,4110,19425.000,2
,2570,5001.000,2
Mobile,-23040,2801.000,1
Other,1630,40013.000,1
Other,80,1504.000,1
Tablet,-355980,8749.000,1
,3460,12373.000,1
,4340,7103.000,1
Other,3260,52853.000,1
Tablet,-61060,1943.000,1
Tablet,-120,5226.000,1
Other,120,3080.000,1
Other,2050,21886.000,1
Desktop,-3410,1867.000,1
Other,340,6728.000,1
Mobile,-22580,5187.000,1
Mobile,-137960,1185.000,1
Other,1920,5827.000,1
Mobile,-145590,3555.000,1
,3690,9686.000,1
Mobile,-8590,2318.000,1
Other,690,1451.000,1
Mobile,-47950,3406.000,1
Mobile,-30050,2335.000,1
Other,1040,7540.000,1
,4040,8091.000,1
,4730,7960.000,1
Mobile,-35430,1313.000,1
Other,1730,16487.000,1
,4780,11777.000,1
Other,1570,12327.000,1
Other,1190,21753.000,1
Other,590,8822.000,1
Other,4920,13847.000,1
Other,1690,9568.000,1
,3500,10662.000,1
Mobile,-37790,1669.000,1
,3320,19121.000,1
Other,2440,6986.000,1
Other,660,1470.000,1
,5000,20636.000,1
Other,1370,4379.000,1
Mobile,-20520,6505.000,1
Other,3390,38371.000,1
,3820,7753.000,1
,4640,14833.000,1
Other,380,2462.000,1
,3720,7102.000,1
Mobile,-11490,5758.000,1
Tablet,-31190,3329.000,1
,4920,10569.000,1
Other,3880,5938.000,1
Other,1590,9792.000,1
Mobile,-22960,2564.000,1
Mobile,-321450,5027.000,1
,4540,13900.000,1
Other,2120,7053.000,1
Other,750,4038.000,1
,4770,13349.000,1
,3100,16181.000,1
,4480,13248.000,1
Mobile,-47050,2308.000,1
,4680,8633.000,1
Mobile,-42580,17346.000,1
Other,1310,4421.000,1
Other,3760,15869.000,1
Mobile,-64490,3896.000,1
Mobile,-28120,12041.000,1
Mobile,-23680,205.000,1
Mobile,-5735960,7219.000,1
Other,940,41814.000,1
Other,1780,7013.000,1
Mobile,-133980,5216.000,1
Other,1490,16583.000,1
Other,3420,10035.000,1
Other,1540,4626.000,1
,3020,8578.000,1
Other,1650,9056.000,1
,4500,54669.000,1
,4600,8502.000,1
Other,1890,2688.000,1
Mobile,-504050,4310.000,1
Other,2460,14611.000,1
Mobile,-12600,2677.000,1
,1170,14379.000,1
Other,4590,6549.000,1
Mobile,-22350,656.000,1
,4220,12414.000,1
Other,180,3398.000,1
Other,1850,9906.000,1
,3700,21899.000,1
Mobile,-74870,2569.000,1
Mobile,-8500,2586.000,1
Other,2400,16561.000,1
Mobile,-28380,302.000,1
Other,200,4262.000,1
,4240,16095.000,1
,1790,5942.000,1
Other,3090,9295.000,1
,3920,19778.000,1
Other,1270,7139.000,1
,4560,14748.000,1
,3760,6386.000,1
,3710,11123.000,1
Tablet,-72040,1016.000,1
Other,2130,6100.000,1
Mobile,-20170,1292.000,1
Mobile,-11190,1817.000,1
Other,1300,9983.000,1
Mobile,-71590,8458.000,1
Mobile,-49540,1547.000,1
Mobile,-8320,2984.000,1
Mobile,-14850,3425.000,1
,4360,13333.000,1
Other,2190,6175.000,1
,4350,21756.000,1
Other,450,83977.000,1
Mobile,-9580,1134.000,1
Desktop,-50,1530.000,1
Other,1860,7422.000,1
Other,170,2736.000,1
,4330,14461.000,1
,3430,20010.000,1
Mobile,-122920,6306.000,1
,3310,8789.000,1
Other,4820,17381.000,1
Other,160,4318.000,1
Mobile,-55510,1818.000,1
Other,1090,18353.000,1
Mobile,-78680,3816.000,1
,4510,25467.000,1
Other,2700,310157.000,1
Mobile,-41450,3295.000,1
Other,4230,30195.000,1
Other,630,1403.000,1
Other,570,8238.000,1
Other,1420,4678.000,1
Mobile,-19460,899.000,1
Mobile,-59860,2476.000,1
Other,520,9029.000,1
Desktop,-160,2695.000,1
Other,730,9146.000,1
Mobile,-30340,726.000,1
,4270,5831.000,1
Other,3870,14926.000,1
Mobile,-45450,1849.000,1
Desktop,-170,3789.000,1
,2700,5888.000,1
Mobile,-45320,640.000,1
Mobile,-23480,1221.000,1
Mobile,-11070,2260.000,1
Other,2070,50069.000,1
,3520,24805.000,1
Other,3080,19000.000,1
Mobile,-141350,2722.000,1
,4380,14350.000,1
,4370,9606.000,1
,4650,5882.000,1
Mobile,-52850,12760.000,1
,3050,6693.000,1
Desktop,-30,6537.000,1
,4070,20003.000,1
Other,1930,5595.000,1
Other,2570,3364.000,1
Mobile,-77990,265.000,1
Other,2300,12130.000,1
Other,40,7716.000,1
Mobile,-64240,6635.000,1
Other,4970,20969.000,1
Mobile,-44710,3833.000,1
,4660,7496.000,1
Other,2140,10952.000,1
Tablet,-220,2624.000,1
,3370,6933.000,1
,4310,8736.000,1
Other,60,24901.000,1
Other,2790,18869.000,1
Mobile,-20830,820.000,1
Other,3900,10762.000,1
Mobile,-49340,3838.000,1
Mobile,-30020,3624.000,1
Mobile,-43390,554.000,1
,3730,23284.000,1
Other,670,10692.000,1
,140,2844.000,1
Mobile,-80030,8173.000,1
Other,2690,17972.000,1
Mobile,-15470,2698.000,1
,4790,7534.000,1
,4430,9892.000,1
,3180,6513.000,1
Other,2740,5887.000,1
Other,430,19938.000,1
,3530,14001.000,1
Other,560,14272.000,1
Desktop,-605160,5148.000,1
Other,1010,13510.000,1
,4160,19665.000,1
,3300,12724.000,1
Other,860,7545.000,1
Other,2250,3123.000,1
,4520,8937.000,1
Mobile,-229170,7132.000,1
Other,910,2170.000,1
Mobile,-24220,1128.000,1
Other,2220,12874.000,1
,3350,53367.000,1
Other,1990,16480.000,1
Other,220,5409.000,1
Desktop,-150,4604.000,1
Tablet,-59080,2576.000,1
,4170,3977.000,1
,4210,9109.000,1
Mobile,-17200,5354.000,1
Other,1110,7739.000,1
Mobile,-2042270,25588.000,1
Desktop,-350,1022.000,1
Desktop,-2460,4909.000,1
Mobile,-59600,8435.000,1
Other,4840,8138.000,1
Mobile,-56850,378.000,1
Mobile,-403580,3422.000,1
,2560,9351.000,1
Other,1940,5498.000,1
,4990,16035.000,1
Other,50,4264.000,1
Mobile,-24710,1141.000,1
Mobile,-13520,2149.000,1
Other,3630,8418.000,1
Desktop,-1670,7525.000,1
Other,3500,12510.000,1
Other,950,7448.000,1
,4970,14851.000,1
,4830,16098.000,1
Other,2940,38507.000,1
Other,2860,12112.000,1
Mobile,-4920,2617.000,1
Mobile,-24400,3380.000,1
,4690,10241.000,1
,3490,11843.000,1
Tablet,-27750,735.000,1
,270,4074.000,1
Other,3370,86632.000,1
Other,2610,11031.000,1
Mobile,-63880,45128.000,1
Mobile,-10090,2194.000,1
Other,990,5536.000,1
Other,4320,7164.000,1
Other,3250,26419.000,1
Mobile,-155280,1139.000,1
Mobile,-40650,1548.000,1
Other,2580,18770.000,1
,4620,11281.000,1
,4710,9301.000,1
Mobile,-12290,1864.000,1
,4960,34741.000,1
Other,1350,5974.000,1
,3560,16156.000,1
Other,1450,14424.000,1
,4760,20930.000,1
Tablet,-119430,3786.000,1
Other,4450,17941.000,1
Desktop,-220,1621.000,1
Mobile,-35660,774.000,1
Mobile,-37940,2340.000,1
Desktop,-180,3036.000,1
,3240,11045.000,1
Other,1770,6707.000,1
Mobile,-53380,1233.000,1
,3850,6521.000,1
Mobile,-271690,7691.000,1
Tablet,-123550,3938.000,1
Other,1520,2393.000,1
,4140,14999.000,1
Tablet,-1654960,2284.000,1
Tablet,-540960,1550.000,1
