DEVICETYPENAME,bytesImg,avg_visual_complete,median_visual_complete,visual_complete_90,FREQ
Mobile,340000,13599.91276,11200,22100,26136
Mobile,350000,13678.83198,11400,22300,25604
Mobile,360000,13660.69358,11400,22100,25628
Mobile,370000,13690.89447,11300,22200,24827
Mobile,380000,13806.84282,11500,22400,24920
Mobile,390000,13861.33825,11500,22400,24473
Mobile,400000,13948.69552,11600,22900,24491
Mobile,410000,14012.73388,11700,22800,24121
Mobile,420000,14094.01879,11800,23000,23686
Mobile,430000,14118.80667,11800,22800,23535
Mobile,440000,14216.84476,11900,23000,23190
Mobile,450000,14376.83233,12000,23200,22759
Mobile,460000,14345.54426,12100,23000,22469
Mobile,470000,14445.60997,12200,23100,22452
Mobile,480000,14655.24555,12400,23600,21930
Mobile,490000,14588.6746,12300,23400,21930
Mobile,500000,14489.50814,12200,23300,21860
Mobile,510000,14672.93506,12400,23400,21588
Mobile,520000,14766.4775,12500,23700,21334
Mobile,530000,14834.18502,12600,23400,21587
Mobile,540000,14865.21617,12700,23800,20919
Mobile,550000,14910.84648,12700,24000,20682
Mobile,560000,14985.6345,12800,23900,20651
Mobile,570000,15089.93786,12800,24300,20759
Mobile,580000,15077.33977,12800,24000,20452
Mobile,590000,15212.34966,13000,24300,19985
Mobile,600000,15203.94237,13000,24400,19539
Mobile,610000,15291.72366,13100,24300,19317
Mobile,620000,15488.79154,13300,24700,19419
Mobile,630000,15478.32755,13300,24600,19005
Mobile,640000,15563.21981,13400,24400,19012
Mobile,650000,15591.45414,13500,24500,18602
Mobile,660000,15676.03136,13400,24800,18557
Mobile,670000,15638.59125,13400,24600,18422
Mobile,680000,15618.35402,13400,24600,18242
Mobile,690000,15868.55102,13700,25000,18032
Mobile,700000,15753.52017,13600,24700,17902
Mobile,710000,15958.50827,13800,25100,17839
Mobile,720000,15917.49859,13700,24900,17345
Mobile,730000,15992.68925,13900,25100,17329
Mobile,740000,16084.16813,13900,25200,17028
Mobile,750000,15994.32195,13900,25100,16832
Mobile,760000,16133.72658,14000,25200,17076
Mobile,770000,16215.95361,14000,25300,16706
Mobile,780000,16218.58495,14100,25300,16422
Mobile,790000,16294.85223,14200,25600,16390
Mobile,800000,16272.39521,14200,25600,16323
Mobile,810000,16361.20271,14200,25500,16181
Mobile,820000,16604.80155,14401,26000,15833
Mobile,830000,16346.60922,14300,25500,15830
Mobile,840000,16485.79786,14400,25500,15687
Mobile,850000,16646.94886,14700,26000,15466
Mobile,860000,16581.05563,14600,25600,15460
Mobile,870000,18256.53367,15000,29200,16008
Mobile,880000,16792.73716,14900,26100,14872
Mobile,890000,16874.81434,14801,26300,14774
Mobile,900000,16875.47065,14900,26100,14871
Mobile,910000,16920.22241,14801,26300,14716
Mobile,920000,16938.40245,15000,26600,14536
Mobile,930000,16981.23998,14900,26300,14568
Mobile,940000,16994.38221,15000,26400,14416
Mobile,950000,17087.1177,15100,26400,14189
Mobile,960000,17147.78568,15200,26300,14138
Mobile,970000,17406.2198,15400,26900,13872
Mobile,980000,17423.52577,15400,27000,13755
Mobile,990000,17308.21996,15300,26800,13616
Mobile,1000000,17447.17275,15300,27100,13563
Mobile,1010000,17490.83354,15500,27200,13517
Mobile,1020000,17575.07018,15500,27400,13322
Mobile,1030000,17642.04815,15700,27100,13354
Mobile,1040000,17576.55692,15500,27200,13079
Mobile,1050000,17722.48062,15600,27400,13131
Mobile,1060000,17804.87508,15800,27500,13024
Mobile,1070000,17941.18976,15900,27600,12811
Mobile,1080000,17972.48372,16000,27600,12774
Mobile,1090000,17959.81198,16000,27400,12658
Mobile,1100000,17948.92757,16000,27700,12592
Mobile,1110000,18215.29395,16200,28000,12475
Mobile,1120000,18106.886,16000,27900,12430
Mobile,1130000,18124.31649,16100,28000,12193
Mobile,1140000,18299.18878,16200,28300,12226
Mobile,1150000,18247.44893,16300,28100,12209
Mobile,1160000,18378.07582,16200,28000,12028
Mobile,1170000,18482.01689,16500,28400,11962
Mobile,1180000,18331.51388,16300,28200,11956
Mobile,1190000,18605.53169,16700,28200,11785
Mobile,1200000,18661.14821,16700,28600,11652
Mobile,1210000,18716.0284,16700,28700,11585
Mobile,1220000,18818.33435,16900,28900,11449
Mobile,1230000,18517.74039,16600,28300,11182
Mobile,1240000,18841.16598,16900,28500,11242
Mobile,1250000,18915.61728,17000,28800,10974
Mobile,1260000,18887.52482,17000,29000,10998
Mobile,1270000,18975.06468,17100,29000,11117
Mobile,1280000,18978.89052,17000,29100,11034
Mobile,1290000,18968.88671,17100,28700,10848
Mobile,1300000,18912.55971,17000,28800,10652
Mobile,1310000,19063.99466,17100,29300,10676
Mobile,1320000,19034.98631,17200,29000,10515
Mobile,1330000,19319.64028,17500,29500,10497
Mobile,1340000,19366.04278,17400,29400,10402
Mobile,1350000,19139.02039,17300,29300,10348
Mobile,1360000,19411.92953,17600,29300,10174
Mobile,1370000,19356.70389,17800,29100,10057
Mobile,1380000,19433.78485,17700,29400,10137
Mobile,1390000,19297.59677,17500,29300,9957
Mobile,1400000,19579.68343,17900,29600,9963
Mobile,1410000,19486.95432,17700,29900,9982
Mobile,1420000,19411.3176,17900,29500,9893
Mobile,1430000,19893.09493,18000,30100,9923
Mobile,1440000,19810.00326,18000,30000,9523
Mobile,1450000,19687.85328,17900,29900,9733
Mobile,1460000,19775.56509,18100,30000,9549
Mobile,1470000,20068.38852,18200,30500,9289
Mobile,1480000,19978.23212,18200,29800,9383
Mobile,1490000,20024.57941,18300,30200,9470
Mobile,1500000,20002.0644,18200,30300,9192
Mobile,1510000,20147.86963,18300,30300,9496
Mobile,1520000,20183.20465,18500,30600,9284
Mobile,1530000,20043.08449,18400,30500,9114
Mobile,1540000,20358.91356,18600,31000,8931
Mobile,1550000,20376.70128,18600,30600,8955
Mobile,1560000,20445.35266,18700,31100,8881
Mobile,1570000,20375.73646,18600,30500,8883
Mobile,1580000,20271.43362,18700,30400,8851
Mobile,1590000,20460.59266,18900,30700,8639
Mobile,1600000,20252.72169,18800,30300,8548
Mobile,1610000,20451.49046,18800,31001,8702
Mobile,1620000,20475.32596,18900,30900,8630
Mobile,1630000,20654.89382,19000,31600,8523
Mobile,1640000,20717.02969,19000,31401,8453
Mobile,1650000,20779.31741,19000,31500,8415
Mobile,1660000,20713.88524,19100,31300,8200
Mobile,1670000,20910.69053,19200,31700,8172
Mobile,1680000,20861.96592,19200,31300,8246
Mobile,1690000,21020.83484,19400,31600,8162
Mobile,1700000,20921.8934,19400,31401,8105
Mobile,1710000,21032.60257,19400,32000,7946
Mobile,1720000,21012.34416,19600,31501,7822
Mobile,1730000,21328.52897,19600,32600,8078
Mobile,1740000,21203.46967,19900,32100,8029
Mobile,1750000,21343.83952,19800,32100,7814
Mobile,1760000,21274.53347,19700,32000,7753
Mobile,1770000,21131.02508,19700,32000,7657
Mobile,1780000,21458.57165,19800,32400,7725
Mobile,1790000,21278.29145,19700,31900,7552
Mobile,1800000,21629.83338,20000,32800,7604
Mobile,1810000,21258.78164,19900,32000,7442
Mobile,1820000,21768.32197,20200,33000,7479
Mobile,1830000,21702.65894,20100,33000,7503
Mobile,1840000,21641.94152,20000,32700,7421
Mobile,1850000,21744.78558,20200,32500,7490
Mobile,1860000,21590.53551,20200,32300,7210
Mobile,1870000,21782.87658,20300,33100,7203
Mobile,1880000,21675.23304,20200,32800,7209
Mobile,1890000,21729.96751,20100,32800,7110
Mobile,1900000,21746.27026,20200,33000,7330
Mobile,1910000,22097.05203,20500,33100,7035
Mobile,1920000,22188.08589,20600,33000,7021
Mobile,1930000,21959.41182,20600,32900,6991
Mobile,1940000,22054.49688,20500,33400,7062
Mobile,1950000,22105.51874,20600,33100,6805
Mobile,1960000,22198.89863,20700,33500,6856
Mobile,1970000,22022.11418,20500,33000,6998
Mobile,1980000,22082.50472,20700,32900,6776
Mobile,1990000,22198.09171,20900,33200,6782
Mobile,2000000,22132.04504,20800,33000,6661
Mobile,2010000,22121.66578,20800,33200,6801
Mobile,2020000,22209.26734,20800,33200,6587
Mobile,2030000,22338.63421,20900,33200,6542
Mobile,2040000,22202.08573,20900,33000,6544
Mobile,2050000,22532.44926,21100,33500,6553
Mobile,2060000,22258.60793,20900,33000,6657
Mobile,2070000,22317.43129,21000,33400,6578
Mobile,2080000,22508.56211,21200,34000,6545
Mobile,2090000,22540.85636,21200,33900,6377
Mobile,2100000,22728.23599,21500,34000,6352
Mobile,2110000,22585.94918,21500,33400,6316
Mobile,2120000,22804.24531,21500,34100,6184
Mobile,2130000,22722.12556,21400,34200,6212
Mobile,2140000,22912.05421,21500,34400,6143
Mobile,2150000,23019.97487,21600,34500,5969
Mobile,2160000,22776.96424,21600,34300,6097
Mobile,2170000,23221.17716,21800,35000,6051
Mobile,2180000,23085.49002,22000,34400,6014
Mobile,2190000,23150.7614,21900,34700,5834
Mobile,2200000,23123.24187,22000,34500,6090
Mobile,2210000,22911.47934,21500,34300,5858
Mobile,2220000,23296.83136,22200,34800,5918
Mobile,2230000,23139.38124,21800,34700,5671
Mobile,2240000,23500.33862,22200,35000,5735
Mobile,2250000,23340.12208,22000,35000,5816
Mobile,2260000,23379.88176,22100,35000,5734
Mobile,2270000,23306.94972,22100,34600,5688
Mobile,2280000,23519.71595,22200,34700,5668
Mobile,2290000,23687.70482,22500,35000,5617
Mobile,2300000,23552.66767,22400,35000,5672
Mobile,2310000,23741.95005,22500,35600,5505
Mobile,2320000,23524.7212,22500,35100,5495
Mobile,2330000,23847.61522,22500,35900,5455
Mobile,2340000,23668.4353,22300,34400,6221
Mobile,2350000,23948.90132,22700,35900,5381
Mobile,2360000,23694.56548,22700,34900,5475
Mobile,2370000,24357.25555,23100,36100,5541
Mobile,2380000,23933.305,22900,35100,5364
Mobile,2390000,23669.01725,22700,35100,5276
Mobile,2400000,24104.77319,22900,35800,5163
Mobile,2410000,24037.105,23000,35800,5219
Mobile,2420000,24332.07076,23100,36100,5271
Mobile,2430000,24117.41655,23000,36200,5147
Mobile,2440000,24274.29839,23200,35900,5228
Mobile,2450000,24358.03299,23200,36400,5153
Mobile,2460000,24260.34362,23300,36000,5186
Mobile,2470000,24473.80169,23300,36200,5098
Mobile,2480000,24574.1394,23400,36600,4921
Mobile,2490000,24652.96194,23600,36800,4940
Mobile,2500000,24378.79004,23500,36400,4901
Mobile,2510000,24582.02472,23300,36200,4854
Mobile,2520000,24571.39578,23800,36500,4980
Mobile,2530000,24788.1073,24000,36500,4781
Mobile,2540000,25023.30219,23900,37000,4838
Mobile,2550000,24831.15797,24000,36600,4716
Mobile,2560000,24931.87513,23900,37000,4701
Mobile,2570000,24811.51082,23900,36600,4669
Mobile,2580000,24816.99115,23900,36900,4634
Mobile,2590000,25104.39178,24200,37000,4722
Mobile,2600000,25064.48797,24300,37100,4572
Mobile,2610000,25128.33005,24100,37500,4569
Mobile,2620000,25009.43853,24100,36900,4474
Mobile,2630000,25337.48692,24500,37400,4512
Mobile,2640000,25227.31941,24300,37400,4643
Mobile,2650000,25258.84667,24400,37700,4448
Mobile,2660000,25462.77279,24500,37700,4498
Mobile,2670000,25623.30769,24700,37900,4459
Mobile,2680000,25589.94687,24700,38000,4404
Mobile,2690000,25243.20408,24600,37800,4366
Mobile,2700000,25614.13413,24600,38500,4354
Mobile,2710000,25509.61978,24900,37600,4337
Mobile,2720000,25845.57805,25000,38000,4356
Mobile,2730000,25790.89825,24900,38000,4236
Mobile,2740000,25661.67143,25000,37900,4267
Mobile,2750000,25564.04962,24800,37900,4252
Mobile,2760000,25801.95704,24800,38000,4213
Mobile,2770000,25602.89362,25000,37500,4296
Mobile,2780000,25898.31443,25100,37900,4074
Mobile,2790000,26026.06941,25400,38100,4351
Mobile,2800000,25730.19202,25300,38100,4062
Mobile,2810000,25917.26172,25400,38200,4161
Mobile,2820000,25929.35831,25100,38000,4150
Mobile,2830000,25734.92472,25100,38000,4038
Mobile,2840000,25936.88243,25100,38200,4057
Mobile,2850000,25882.39363,25300,38100,4019
Mobile,2860000,26035.39414,25400,38500,4095
Mobile,2870000,25993.24833,25600,37600,3890
Mobile,2880000,25921.16588,25300,38900,4003
Mobile,2890000,26069.5065,25500,38600,3921
Mobile,2900000,26226.22267,25700,39000,4006
Mobile,2910000,26083.27517,25500,38800,3914
Mobile,2920000,26007.74037,25500,38300,3944
Mobile,2930000,26115.84508,25700,38800,3789
Mobile,2940000,26851.07239,26400,39200,3854
Mobile,2950000,26216.06416,25900,38600,3881
Mobile,2960000,26676.36161,26200,39000,3772
Mobile,2970000,26560.35322,26000,39000,3737
Mobile,2980000,26501.2164,25800,38900,3646
Mobile,2990000,26637.40103,26100,39200,3688
Mobile,3000000,26426.35853,26000,39300,3757
Mobile,3010000,26934.17219,26400,39800,3589
Mobile,3020000,27195.68256,26500,39800,3859
Mobile,3030000,26786.42199,26600,39000,3583
Mobile,3040000,27118.13381,26500,39500,3647
Mobile,3050000,27013.14333,26300,39100,3663
Mobile,3060000,26779.50818,26300,39400,3546
Mobile,3070000,26721.05562,26200,39400,3668
Mobile,3080000,27303.144,26700,40300,3514
Mobile,3090000,27060.2816,26700,39700,3544
Mobile,3100000,27263.30566,26700,40600,3553
Mobile,3110000,26926.45779,26700,39900,3554
Mobile,3120000,27009.66435,26900,39800,3459
Mobile,3130000,27341.84966,27000,40200,3399
Mobile,3140000,27667.97793,27200,41000,3443
Mobile,3150000,27155.10564,26900,40100,3474
Mobile,3160000,27138.48438,27000,40700,3392
Mobile,3170000,27398.48623,27000,40500,3412
Mobile,3180000,27403.21287,27100,40400,3528
Mobile,3190000,27456.75121,27200,39800,3308
Mobile,3200000,27511.45945,27300,40300,3354
Mobile,3210000,27029.65819,26900,40300,3262
Mobile,3220000,27730.70705,27500,40400,3277
Mobile,3230000,27987.92109,27800,41000,3333
Mobile,3240000,27439.30928,27400,40900,3285
Mobile,3250000,27859.74971,27200,42000,3408
Mobile,3260000,28145.1955,27900,41300,3335
Mobile,3270000,27656.61944,27500,40300,3261
Mobile,3280000,27841.68144,27700,41100,3158
Mobile,3290000,28372.19209,28000,41300,3160
Mobile,3300000,28223.86777,28200,41400,3131
Mobile,3310000,28606.72346,28300,41800,3099
Mobile,3320000,28270.71665,27800,41700,3021
Mobile,3330000,28243.53138,28100,41300,3171
Mobile,3340000,28037.11401,27900,41100,3070
Mobile,3350000,28099.76761,28100,41000,3279
Mobile,3360000,28133.70104,28000,41000,3161
Mobile,3370000,28268.0501,28100,41200,3094
Mobile,3380000,28508.08333,28200,41500,3048
Mobile,3390000,28632.16448,28400,42000,2967
Mobile,3400000,28622.12796,28400,42500,3079
Mobile,3410000,28178.50527,28000,42000,2939
Mobile,3420000,28575.14177,28400,41600,3012
Mobile,3430000,28760.09839,28500,42200,2856
Mobile,3440000,28190.4053,28300,41400,2946
Mobile,3450000,28803.92771,29000,42500,2988
Mobile,3460000,28656.82637,28700,42400,2920
Mobile,3470000,28572.89139,28600,41500,2799
Mobile,3480000,28603.62166,28600,42200,2881
Mobile,3490000,28836.70283,28700,41900,2867
Mobile,3500000,28883.11832,28800,42600,2865
Mobile,3510000,28570.54899,28800,41600,2827
Mobile,3520000,28473.25249,28600,42400,2911
Mobile,3530000,29044.60335,28900,42500,2922
Mobile,3540000,29124.33738,29400,42100,2804
Mobile,3550000,28749.5359,29000,42400,2827
Mobile,3560000,29292.04925,29300,42300,2863
Mobile,3570000,28978.32624,29200,42600,2679
Mobile,3580000,29191.62877,29500,42400,2815
Mobile,3590000,28757.30074,29000,41900,2833
Mobile,3600000,29273.20465,29200,43300,2712
Mobile,3610000,29198.32183,29300,42500,2725
Mobile,3620000,29363.13517,29600,43100,2693
Mobile,3630000,29509.99308,30000,43100,2746
Mobile,3640000,29210.03352,29400,42600,2745
Mobile,3650000,29290.07304,29700,43300,2656
Mobile,3660000,29524.11145,29600,43400,2602
Mobile,3670000,29635.08088,29800,43700,2646
Mobile,3680000,30006.73197,30000,44100,2634
Mobile,3690000,29859.07055,30000,43500,2523
Mobile,3700000,30067.24873,30200,43900,2561
Mobile,3710000,29905.23473,30200,43300,2586
Mobile,3720000,30396.46002,30200,44000,2589
Mobile,3730000,30048.12864,30600,43200,2573
Mobile,3740000,29651.15835,30200,43300,2526
Mobile,3750000,29977.99571,30200,43900,2562
Mobile,3760000,30102.53918,30400,44500,2450
Mobile,3770000,29624.16802,30000,43300,2339
Mobile,3780000,30221.82912,30700,43500,2411
Mobile,3790000,29544.95317,29900,43300,2541
Mobile,3800000,30021.73963,30000,43600,2508
Mobile,3810000,30047.00118,30300,44200,2541
Mobile,3820000,30412.68517,31001,43900,2414
Mobile,3830000,29995.16673,30400,44300,2477
Mobile,3840000,30222.0196,30600,44400,2449
Mobile,3850000,30051.21999,30500,44500,2441
Mobile,3860000,30766.95705,31200,44300,2375
Mobile,3870000,30706.98298,31100,44400,2468
Mobile,3880000,29725.19057,30700,43700,2419
Mobile,3890000,30675.56798,31100,44500,2442
Mobile,3900000,30721.95767,31200,44300,2433
Mobile,3910000,30803.88681,31200,45200,2350
Mobile,3920000,30732.60426,31200,44000,2393
Mobile,3930000,30391.43219,31000,45200,2367
Mobile,3940000,30783.01187,31500,45000,2359
Mobile,3950000,30510.61186,30801,45200,2293
Mobile,3960000,30508.59434,31000,44000,2295
Mobile,3970000,30506.62663,30900,44200,2298
Mobile,3980000,30700.82702,31301,45200,2324
Mobile,3990000,31474.35803,31900,46000,2335
Mobile,4000000,30449.2621,31000,45000,2335
Mobile,4010000,31014.78139,31300,46000,2214
Mobile,4020000,31148.84602,31500,45400,2234
Mobile,4030000,30698.29242,31101,45100,2322
Mobile,4040000,30798.62823,31300,45700,2246
Mobile,4050000,30432.64854,31001,44800,2151
Mobile,4060000,31075.0954,31600,45500,2348
Mobile,4070000,30994.11746,31700,45600,2256
Mobile,4080000,31352.62777,32000,45900,2254
Mobile,4090000,30640.22124,31700,45200,2156
Mobile,4100000,31329.28273,31900,45500,2200
Mobile,4110000,31149.86842,31600,45900,2166
Mobile,4120000,31044.01414,31800,45600,2193
Mobile,4130000,30836.84461,32100,45500,2188
Mobile,4140000,31746.04415,32100,45800,2129
Mobile,4150000,31482.2867,32000,45400,2037
Mobile,4160000,31181.79541,32300,45200,2048
Mobile,4170000,31244.09223,32000,45600,2071
Mobile,4180000,31600.34189,32500,45400,2103
Mobile,4190000,31427.43133,32600,46700,2075
Mobile,4200000,31836.53521,32600,45500,2130
Mobile,4210000,31657.50455,32300,46300,2089
Mobile,4220000,31533.62793,32200,47300,2005
Mobile,4230000,31501.73114,32900,45800,1975
Mobile,4240000,31850.33789,33000,46100,2122
Mobile,4250000,31390.4022,32900,46400,1999
Mobile,4260000,32271.31295,33100,47700,1962
Mobile,4270000,32049.67755,32800,46900,1991
Mobile,4280000,31964.28108,32700,46800,2035
Mobile,4290000,31978.23332,32800,46700,1993
Mobile,4300000,31460.9939,32800,46400,1966
Mobile,4310000,32376.07201,33000,47700,1972
Mobile,4320000,32584.76227,32700,47400,1935
Mobile,4330000,31969.31754,32800,46300,1984
Mobile,4340000,31835.51232,33300,46400,1907
Mobile,4350000,32697.28226,33400,47900,1945
Mobile,4360000,32073.10403,33000,47300,1836
Mobile,4370000,32350.5376,33500,46900,1795
Mobile,4380000,32252.69346,33200,47000,1866
Mobile,4390000,32261.53316,33000,48000,1900
Mobile,4400000,32639.79844,33200,48400,1920
Mobile,4410000,32098.5955,33000,47400,1911
Mobile,4420000,32664.44888,33500,47900,1780
Mobile,4430000,32240.41801,33000,47500,1799
Mobile,4440000,31925.17303,32700,47600,1832
Mobile,4450000,32605.08456,33200,47700,1833
Mobile,4460000,33418.97787,34300,48300,1898
Mobile,4470000,32669.31122,33700,47600,1899
Mobile,4480000,32838.0187,33400,47900,1818
Mobile,4490000,32774.89821,34000,48200,1788
Mobile,4500000,32981.27493,34000,48300,1735
Mobile,4510000,33471.5704,34100,48700,1811
Mobile,4520000,32774.05093,34000,48000,1826
Mobile,4530000,33028.62246,34100,48200,1772
Mobile,4540000,32545.54988,33900,47400,1704
Mobile,4550000,33268.1451,34500,47700,1723
Mobile,4560000,32584.78694,34000,47900,1807
Mobile,4570000,32579.39398,34000,47800,1693
Mobile,4580000,33663.4304,34500,48800,1717
Mobile,4590000,33515.27517,34600,49500,1788
Mobile,4600000,33582.9521,34500,50000,1712
Mobile,4610000,33505.12363,34800,49000,1739
Mobile,4620000,33904.45014,34800,49500,1755
Mobile,4630000,33768.00114,35100,49000,1756
Mobile,4640000,33666.57616,35000,48500,1720
Mobile,4650000,33432.81638,34900,48800,1661
Mobile,4660000,33425.77651,34500,48800,1754
Mobile,4670000,33150.43782,35000,48700,1761
Mobile,4680000,33834.8478,35300,48000,1636
Mobile,4690000,33563.45557,35000,48800,1688
Mobile,4700000,34270.14488,35400,50100,1691
Mobile,4710000,34367.02273,35700,49700,1628
Mobile,4720000,33493.89246,35000,49100,1618
Mobile,4730000,32988.91556,34000,48400,1812
Mobile,4740000,33688.68355,35500,48900,1678
Mobile,4750000,33721.07887,34900,49500,1661
Mobile,4760000,33628.62416,35100,49100,1639
Mobile,4770000,33102.42393,35000,48300,1571
Mobile,4780000,34507.29443,36000,49800,1688
Mobile,4790000,34032.96871,35800,49900,1438
Mobile,4800000,34582.43886,36100,49400,1611
Mobile,4810000,33973.1496,35200,49200,1631
Mobile,4820000,33553.28553,35200,49000,1569
Mobile,4830000,33891.05229,35400,48800,1530
Mobile,4840000,34405.32395,35900,50300,1599
Mobile,4850000,34612.27397,35600,50500,1606
Mobile,4860000,34083.55485,35600,49500,1568
Mobile,4870000,34734.22138,36100,50300,1581
Mobile,4880000,34797.1771,36100,51000,1485
Mobile,4890000,34208.18404,35800,50200,1516
Mobile,4900000,34307.88192,35700,49900,1499
Mobile,4910000,34688.61292,35900,50400,1501
Mobile,4920000,34465.02865,36000,50900,1501
Mobile,4930000,34345.46689,36000,50200,1465
Mobile,4940000,33969.50788,35400,50000,1587
Mobile,4950000,34811.58653,36600,51000,1485
Mobile,4960000,34959.65526,37000,50100,1549
Mobile,4970000,34473.35298,36000,49800,1527
Mobile,4980000,34642.85069,36500,51000,1440
Mobile,4990000,34683.30262,36400,51000,1563
Mobile,5000000,35535.64305,38600,48900,1835
Mobile,5010000,34537.38778,36500,51500,1506
Mobile,5020000,34540.42586,36800,50700,1477
Mobile,5030000,35468.9032,37000,50700,1405
Mobile,5040000,34255.6862,36700,49900,1399
Mobile,5050000,34812.66113,36500,50900,1446
Mobile,5060000,35178.66351,36600,51400,1373
Mobile,5070000,35148.49262,36700,51900,1423
Mobile,5080000,35603.93408,37200,51300,1426
Mobile,5090000,34799.8582,36300,51100,1354
Mobile,5100000,35185.25122,37200,50200,1437
Mobile,5110000,34846.11345,37100,51500,1375
Mobile,5120000,35107.73881,37100,51900,1474
Mobile,5130000,35934.01217,37900,52200,1397
Mobile,5140000,35520.6816,37300,51100,1272
Mobile,5150000,35283.11384,37300,52000,1344
Mobile,5160000,35280.05106,37500,51300,1273
Mobile,5170000,35094.98781,37300,51700,1395
Mobile,5180000,35659.40317,38200,52200,1389
Mobile,5190000,35003.30758,37300,52000,1333
Mobile,5200000,35325.03965,37600,52000,1362
Mobile,5210000,35455.78177,37700,51600,1393
Mobile,5220000,35295.71458,37300,51800,1468
Mobile,5230000,36127.44794,38000,52100,1239
Mobile,5240000,35630.62177,38000,51400,1277
Mobile,5250000,34876.26677,36800,51800,1327
Mobile,5260000,35298.54665,37400,52400,1372
Mobile,5270000,35355.95305,37400,52500,1278
Mobile,5280000,36377.98276,39000,52900,1276
Mobile,5290000,36315.29292,38000,54200,1328
Mobile,5300000,37093.57351,39000,54400,1306
Mobile,5310000,36245.19257,38400,53200,1319
Mobile,5320000,36156.74724,38400,52400,1179
Mobile,5330000,35650.80272,38200,52000,1252
Mobile,5340000,35857.78577,37800,52700,1279
Mobile,5350000,35982.82094,38700,52800,1251
Mobile,5360000,35269.92923,38000,51500,1300
Mobile,5370000,35063.20109,37600,53500,1288
Mobile,5380000,35953.82255,38500,52700,1206
Mobile,5390000,36613.6056,39000,53900,1250
Mobile,5400000,35749.71974,38200,53500,1231
Mobile,5410000,36122.02248,38600,52800,1290
Mobile,5420000,36395.79603,38500,53300,1260
Mobile,5430000,36446.39074,38600,53400,1231
Mobile,5440000,35553.21004,38100,53200,1295
Mobile,5450000,36266.37134,38400,52100,1228
Mobile,5460000,37317.15858,39400,54200,1236
Mobile,5470000,36964.01741,39300,54300,1206
Mobile,5480000,36317.17913,38500,54000,1217
Mobile,5490000,36102.47898,38500,53000,1213
Mobile,5500000,36472.06905,38700,54600,1260
Mobile,5510000,36672.72139,39000,54000,1206
Mobile,5520000,36654.37081,38800,54000,1192
Mobile,5530000,37114.22231,39500,52700,1210
Mobile,5540000,37267.49829,39900,55400,1172
Mobile,5550000,36159.45418,39000,52700,1233
Mobile,5560000,37598.77403,40100,54700,1217
Mobile,5570000,36902.0416,39800,54000,1178
Mobile,5580000,37366.86712,39500,54400,1189
Mobile,5590000,37069.02054,40300,53800,1120
Mobile,5600000,37635.53111,39400,55200,1109
Mobile,5610000,37509.65622,39600,54300,1181
Mobile,5620000,36899.12708,39500,54000,1141
Mobile,5630000,37141.54936,40000,54000,1165
Mobile,5640000,36698.02477,39400,53000,1211
Mobile,5650000,37794.2612,39500,55500,1183
Mobile,5660000,37426.57008,39900,54300,1163
Mobile,5670000,37048.33596,39800,54000,1140
Mobile,5680000,37278.96043,40500,55200,1112
Mobile,5690000,37147.11643,39600,55300,1108
Mobile,5700000,37529.72605,40000,55100,1117
Mobile,5710000,37136.0986,39900,54100,1075
Mobile,5720000,36930.27233,39600,53800,1153
Mobile,5730000,37837.70951,40400,55000,1167
Mobile,5740000,37008.69024,39600,55300,1117
Mobile,5750000,36208.66971,39300,54000,1096
Mobile,5760000,37780.14066,40500,55400,1173
Mobile,5770000,37766.60828,40300,55600,1039
Mobile,5780000,38010.51961,41000,55400,1122
Mobile,5790000,38696.08295,41200,56000,1097
Mobile,5800000,37267.17254,40200,55000,1136
Mobile,5810000,36919.67754,40000,55000,1042
Mobile,5820000,38151.56319,40500,55200,1092
Mobile,5830000,38230.38852,40900,55300,1063
Mobile,5840000,37860.81775,40600,55100,1059
Mobile,5850000,38051.47248,41300,54700,1090
Mobile,5860000,37852.34863,40300,55200,1024
Mobile,5870000,39275.45562,41500,57800,1104
Mobile,5880000,37099.43815,39800,54400,1059
Mobile,5890000,37879.79504,40500,54900,1049
Mobile,5900000,37224.80807,41000,54400,1016
Mobile,5910000,38526.674,41000,55900,1046
Mobile,5920000,38624.72878,41400,56900,1084
Mobile,5940000,38884.47633,42100,56500,1056
Mobile,5950000,39304.17441,41600,56000,1055
Mobile,5970000,38948.13175,41800,56900,1093
Mobile,5990000,38208.79072,42100,54100,1013
Mobile,6000000,38570.50774,41300,55600,1034
Mobile,6010000,38832.76923,41600,57300,1001
Mobile,6030000,39950.80258,41800,58600,1008
Mobile,6040000,39395.82319,43000,56500,1052
Mobile,6050000,38700.99802,42100,56500,1008
Mobile,6080000,39070.99302,42500,56700,1003
Mobile,6120000,39225.20219,42900,56600,1004
Mobile,6260000,39769.45678,43200,57100,1018
