DEVICETYPENAME,IMAGES,TTI,FREQ
Mobile,1379,6180.000,77
Desktop,1562,5402.000,77
Desktop,1567,5654.500,76
Mobile,1178,6113.500,76
Mobile,1021,6028.000,76
Tablet,2214,3940.000,76
Mobile,1432,5996.000,76
Desktop,1589,6872.500,76
Tablet,1040,4677.000,76
Mobile,1366,6182.500,76
Mobile,1528,5941.000,76
Mobile,1404,5437.500,76
Desktop,1584,4224.500,76
Mobile,1642,7009.000,76
Desktop,1480,6552.500,76
Mobile,1736,7151.000,75
Mobile,1779,7675.000,75
Mobile,1375,7643.000,75
Desktop,1768,10391.000,75
Tablet,1106,6648.000,75
Mobile,1235,6002.000,75
Mobile,2108,8585.000,75
Mobile,1674,9151.000,75
Desktop,1334,5611.000,75
Tablet,2265,3910.000,75
Tablet,5043,4537.000,75
Mobile,1480,8256.500,74
Tablet,922,5807.500,74
Mobile,1815,7972.500,74
Mobile,2215,5522.500,74
Mobile,1020,7056.000,74
Tablet,1103,5078.500,74
Mobile,2245,4284.500,74
Desktop,1568,4332.000,74
Tablet,968,5762.500,74
Mobile,4786,10949.500,74
Desktop,1491,4315.000,74
Mobile,1470,4911.500,74
Desktop,1460,4955.000,74
Desktop,1236,4840.000,73
Mobile,1914,8473.000,73
Mobile,1559,6545.000,73
Desktop,1937,11085.000,73
Desktop,1487,5343.000,73
Mobile,998,5094.000,73
Mobile,1724,7108.000,73
Tablet,1018,6485.000,73
Desktop,1671,5814.000,73
Tablet,2268,4784.000,73
Mobile,1677,6549.000,73
Desktop,1404,7259.000,73
Mobile,2260,7247.000,73
Mobile,1893,8937.000,73
Mobile,1483,7656.500,72
Mobile,2001,5457.500,72
Mobile,1348,6337.000,72
Mobile,2070,10977.000,72
Tablet,1205,5717.500,72
Mobile,1800,8947.500,72
Desktop,1422,6407.500,72
Desktop,3267,3932.500,72
Desktop,1943,11387.000,72
Mobile,1590,8772.500,72
Desktop,1846,6130.000,72
Desktop,2127,7823.000,72
Mobile,1791,7745.500,72
Desktop,1363,4655.000,72
Mobile,1680,8261.000,71
Mobile,1481,6016.000,71
Tablet,1000,6109.000,71
Desktop,1455,5473.000,71
Desktop,1766,10423.000,71
Tablet,1271,3702.000,71
Desktop,1451,5664.000,71
Mobile,1586,5322.000,71
Desktop,1730,6898.000,71
Mobile,1529,5470.000,71
Desktop,1466,6260.000,71
Tablet,2251,3300.000,71
Desktop,1555,7809.000,71
Mobile,1515,9002.000,71
Mobile,1695,7281.000,71
Tablet,1071,6508.000,71
Desktop,1356,4877.000,71
Desktop,1396,6739.000,71
Desktop,1670,6217.000,70
Desktop,1735,6543.500,70
Mobile,1508,6066.500,70
Mobile,2200,10164.500,70
Desktop,1642,6908.500,70
Mobile,1626,7126.000,70
Desktop,1749,5605.000,70
Mobile,1450,6546.500,70
Desktop,1354,6016.500,70
Mobile,1554,10113.500,70
Mobile,1428,6681.500,70
Desktop,1233,4888.500,70
Tablet,1002,6035.500,70
Desktop,1914,9039.500,70
Mobile,1613,6488.500,70
Desktop,1790,22977.000,70
Tablet,1283,3876.500,70
Tablet,2263,3492.000,70
Desktop,1420,4415.000,69
Mobile,1681,6737.000,69
Mobile,1878,9195.000,69
Desktop,1540,3816.000,69
Desktop,1604,8206.000,69
Desktop,1483,6745.000,69
Mobile,1363,5452.000,69
Desktop,1372,6109.000,69
Mobile,1385,6715.000,69
Tablet,2210,4643.000,69
Desktop,1453,5262.000,68
Mobile,1542,7339.000,68
Desktop,1780,8517.000,68
Desktop,1587,5182.500,68
Mobile,1546,8327.500,68
Tablet,1144,6043.500,68
Mobile,1647,7014.000,68
Mobile,1793,3106.500,68
Desktop,1818,16034.000,68
Tablet,1019,5828.500,68
Tablet,1750,6559.000,68
Tablet,1143,4682.500,68
Desktop,1410,5622.500,68
Mobile,1717,7006.500,68
Mobile,1231,9749.000,68
Mobile,1239,4738.000,68
Mobile,1871,7617.000,68
Tablet,4366,12395.500,68
Desktop,1431,4981.500,68
Tablet,1003,5610.000,68
Tablet,1056,4364.000,67
Tablet,1370,6542.000,67
Desktop,1823,9509.000,67
Desktop,1651,8402.000,67
Desktop,1456,5590.000,67
Mobile,1434,5304.000,67
Mobile,1968,8348.000,67
Desktop,1398,4864.000,67
Desktop,1548,5633.000,67
Desktop,1467,4854.000,67
Desktop,1297,5680.000,67
Mobile,1341,7550.000,67
Desktop,1909,8459.000,67
Desktop,1462,5358.000,67
Mobile,1069,4982.000,67
Desktop,1628,9392.000,67
Desktop,1394,3791.500,66
Tablet,1102,4814.500,66
Desktop,1380,5016.500,66
Desktop,1620,6461.000,66
Mobile,1580,6804.000,66
Desktop,1478,6523.000,66
Mobile,1548,9675.000,66
Mobile,1233,11071.500,66
Mobile,1797,6892.500,66
Desktop,1436,5009.500,66
Desktop,1559,8145.000,66
Mobile,1708,5711.000,65
Tablet,1049,6182.000,65
Desktop,1574,8774.000,65
Desktop,1406,5959.000,65
Desktop,1407,6278.000,65
Desktop,1393,6103.000,65
Mobile,1311,3257.000,65
Desktop,1565,5635.000,65
Desktop,1452,4972.000,65
Tablet,1021,4640.000,65
Desktop,1599,5130.000,65
Tablet,1197,7622.000,65
Mobile,1758,9194.500,64
Mobile,1706,8441.000,64
Desktop,1696,4962.000,64
Mobile,1236,7189.500,64
Desktop,1580,4702.500,64
Desktop,1659,6305.500,64
Mobile,1616,6652.000,64
Desktop,1778,7319.000,64
Mobile,1593,9723.000,64
Tablet,1017,5764.000,64
Mobile,1972,9962.000,64
Mobile,1757,6228.500,64
Desktop,1710,7173.000,64
Mobile,1585,7561.000,64
Desktop,1486,5845.000,64
Desktop,1426,5847.000,64
Desktop,1560,4874.000,64
Tablet,1146,7719.000,64
Mobile,1805,7737.500,64
Desktop,1685,4175.000,64
Tablet,1043,5201.000,64
Tablet,962,4792.500,64
Desktop,1385,3933.000,63
Tablet,1392,7224.000,63
Mobile,1440,5598.000,63
Mobile,1073,6712.000,63
Mobile,1422,6624.000,63
Mobile,1670,5797.000,63
Desktop,1545,6951.000,63
Mobile,1582,11216.000,63
Desktop,1558,4706.000,63
Desktop,1389,8359.000,63
Desktop,1583,6222.000,63
Desktop,1365,6129.000,63
Desktop,1592,5268.000,63
Tablet,1050,6169.000,63
Mobile,1336,5095.000,63
Tablet,1749,6120.000,63
Tablet,2225,1891.500,62
Desktop,1802,6789.000,62
Desktop,1441,5243.500,62
Mobile,5040,3157.500,62
Mobile,1132,5946.000,62
Mobile,1384,5840.500,62
Desktop,1585,4900.000,62
Mobile,1693,6526.500,62
Tablet,1057,4766.000,62
Desktop,1471,5364.000,62
Mobile,2121,10322.000,62
Mobile,1326,6648.500,62
Mobile,1721,8415.500,62
Mobile,1795,7241.500,62
Tablet,2216,3195.000,62
Desktop,1337,6089.000,62
Desktop,1600,5779.000,61
Mobile,1332,5229.000,61
Mobile,1043,5837.000,61
Mobile,2269,7555.000,61
Tablet,1952,6752.000,61
Mobile,1556,9547.000,61
Mobile,1207,6227.000,61
Mobile,2158,10692.000,61
Mobile,2192,6493.000,61
Tablet,1031,5509.000,61
Mobile,1614,8746.000,61
Mobile,1653,10513.000,61
Desktop,1386,4473.000,61
Mobile,1361,5173.000,61
Desktop,1335,5184.000,61
Desktop,1554,5264.000,61
Tablet,1246,5712.000,61
Desktop,1849,8313.000,61
Tablet,1534,8442.000,61
Mobile,1730,8012.000,61
Desktop,1573,5763.000,60
Tablet,2212,3356.000,60
Mobile,1612,6380.500,60
Tablet,1133,7956.500,60
Mobile,1373,9426.000,60
Mobile,1009,4925.500,60
Desktop,1663,6069.000,60
Mobile,2216,3763.000,60
Mobile,1503,5779.500,60
Tablet,1139,5637.000,60
Tablet,1564,7589.500,60
Mobile,1364,7999.500,60
Desktop,1754,8111.000,60
Desktop,1699,5633.000,60
Desktop,1417,6473.000,60
Mobile,1629,7679.000,60
Tablet,1175,6513.000,59
Mobile,1619,7401.000,59
Tablet,1108,5786.000,59
Mobile,1803,11210.000,59
Desktop,1527,7099.000,59
Mobile,2274,6981.000,59
Mobile,1630,7430.000,59
Mobile,1406,11536.000,59
Mobile,1488,5236.000,59
Mobile,1770,10309.000,59
Mobile,1490,5767.000,59
Desktop,1530,8878.000,59
Mobile,1973,8362.000,59
Mobile,2030,17815.000,59
Desktop,1736,7567.500,58
Tablet,1211,7089.000,58
Mobile,1405,7106.000,58
Tablet,2203,4693.000,58
Desktop,1669,6601.000,58
Mobile,2002,6206.500,58
Mobile,1778,9780.000,58
Tablet,1097,5984.000,58
Mobile,1669,7364.000,58
Desktop,1665,5087.500,58
Tablet,990,5454.000,58
Desktop,1423,5753.500,58
Desktop,1419,7693.000,58
Mobile,1435,7030.000,58
Desktop,1708,3945.000,58
Mobile,2026,9492.000,58
Tablet,1751,8764.000,58
Desktop,1674,7197.000,58
Tablet,1269,5573.500,58
Mobile,1679,7285.500,58
Desktop,1485,6574.500,58
Desktop,1913,9315.000,58
Desktop,1481,6151.000,58
Tablet,2233,2529.000,57
Mobile,1526,5919.000,57
Mobile,1475,5270.000,57
Desktop,1590,5023.000,57
Desktop,1387,6023.000,57
Mobile,1790,5022.000,57
Tablet,2287,5074.000,57
Tablet,1032,3669.000,57
Mobile,1397,6086.000,57
Tablet,1131,7956.000,57
Tablet,1454,7668.000,57
Mobile,1301,7251.000,57
Desktop,1513,5812.000,57
Desktop,1367,5567.000,57
Mobile,1238,4921.000,57
Mobile,1645,6598.000,57
Tablet,1020,4990.000,57
Tablet,2244,2823.000,57
Mobile,1888,6788.000,57
Tablet,2218,2705.000,57
Desktop,1647,7264.000,57
Mobile,2993,6190.000,57
Desktop,1546,5599.000,57
Mobile,1970,7319.000,57
Desktop,1550,7115.000,56
Desktop,1544,5627.500,56
Desktop,1360,4705.500,56
Desktop,1571,3932.500,56
Mobile,1424,6330.000,56
Tablet,1069,6096.000,56
Desktop,1662,6489.000,56
Mobile,1684,6684.500,56
Mobile,1734,10121.500,56
Tablet,1698,10660.000,56
Tablet,1188,6785.500,56
Mobile,1519,7887.500,56
Desktop,1711,5907.000,56
Mobile,1563,7222.500,56
Mobile,2191,3272.000,56
Mobile,1907,8981.500,56
Tablet,1134,8711.000,56
Desktop,1403,6832.000,55
Desktop,1753,7001.000,55
Tablet,1098,6078.000,55
Mobile,1661,6795.000,55
Tablet,1038,4438.000,55
Desktop,1433,5295.000,55
Mobile,1300,8468.000,55
Desktop,2069,7324.000,55
Desktop,1563,5545.000,55
Mobile,1608,6921.000,55
Desktop,1615,7471.000,55
Mobile,1436,5762.000,55
Mobile,2057,7549.000,55
Tablet,1072,6355.000,55
Desktop,1657,6032.000,55
Desktop,1553,5154.500,54
Desktop,1388,8309.000,54
Desktop,1614,5857.500,54
Mobile,2228,10388.000,54
Desktop,2071,6123.000,54
Mobile,1899,9595.000,54
Mobile,1761,6984.500,54
Mobile,1796,8472.500,54
Desktop,1619,5950.000,54
Tablet,1075,6043.000,54
Mobile,2259,3409.000,54
Mobile,1667,6800.500,54
Tablet,1022,5416.000,53
Desktop,2200,1304.000,53
Tablet,1063,7284.000,53
Mobile,1733,7488.000,53
Mobile,1699,10005.000,53
Desktop,1575,3510.000,53
Desktop,1510,6220.000,53
Mobile,1566,8717.000,53
Tablet,1596,5787.000,53
Tablet,1053,6679.000,53
Desktop,1525,4931.000,53
Mobile,1511,6622.000,53
Desktop,1402,6807.000,53
Mobile,1517,6450.000,53
Mobile,1739,6568.000,53
Mobile,1071,5468.000,53
Mobile,1285,4734.000,53
Mobile,1259,5427.000,53
Tablet,2286,5141.000,53
Mobile,1731,7067.500,52
Mobile,1735,6776.500,52
Desktop,1468,4284.500,52
Mobile,1821,7987.500,52
Mobile,1910,14038.500,52
Desktop,1344,6482.500,52
Tablet,1027,4836.000,52
Desktop,1758,7949.000,52
Desktop,1905,5048.500,52
Tablet,1096,6038.000,52
Desktop,1679,7235.000,52
Tablet,2227,2186.500,52
Mobile,1831,7592.000,52
Mobile,1902,6631.000,52
Tablet,1100,5080.000,52
Mobile,1343,6267.500,52
Desktop,1523,6410.000,52
Mobile,1506,9628.500,52
Desktop,4788,5883.500,52
Tablet,1264,6643.000,51
Desktop,1412,7149.000,51
Mobile,1486,7096.000,51
Desktop,1661,6149.000,51
Tablet,1286,3844.000,51
Desktop,1960,9531.000,51
Desktop,1767,8015.000,51
Desktop,1912,7937.000,51
Mobile,1588,9204.000,51
Tablet,1132,10010.000,51
Mobile,1478,6672.000,51
Desktop,1658,5192.000,51
Desktop,1477,6208.000,51
Mobile,1553,6643.000,51
Desktop,1424,5492.000,51
Tablet,1157,6517.000,51
Tablet,1099,6616.000,51
Desktop,2128,6647.000,51
Desktop,1636,7444.000,51
Desktop,1588,5570.000,51
Mobile,1408,10067.000,51
Desktop,1603,5866.000,51
Mobile,1812,8141.000,51
Mobile,1367,5042.000,51
Mobile,2190,5435.000,51
Desktop,1707,6197.500,50
Desktop,1643,5728.500,50
Mobile,1255,6771.000,50
Desktop,1827,8020.000,50
Mobile,1656,7485.000,50
Tablet,1092,4996.500,50
Desktop,1507,4920.000,50
Desktop,1626,7877.500,50
Desktop,1612,6668.000,50
Desktop,3575,3235.000,50
Tablet,1163,5886.500,50
Tablet,1261,7272.500,50
Desktop,1993,7049.000,50
Desktop,1731,5701.500,50
Tablet,1181,6812.000,50
Desktop,2202,10218.000,49
Mobile,1455,7521.000,49
Desktop,2157,9008.000,49
Mobile,2003,9480.000,49
Tablet,1169,6431.000,49
Desktop,2001,4603.000,49
Mobile,1801,7942.000,49
Desktop,1581,4192.000,49
Tablet,2204,7325.000,49
Mobile,1135,7048.000,49
Mobile,1358,6327.000,49
Desktop,1852,10543.000,49
Mobile,1401,8117.000,49
Mobile,2163,7573.000,49
Mobile,1380,5016.000,49
Tablet,1034,5493.000,49
Tablet,1252,6032.000,49
Mobile,5044,3359.000,49
Mobile,1399,6305.000,49
Desktop,1492,8031.000,49
Desktop,1515,5951.000,49
Desktop,1641,6787.000,49
Tablet,1045,5748.000,49
Tablet,1213,7176.000,49
Desktop,2061,10159.000,49
Desktop,1649,8657.000,49
Desktop,1607,5020.000,49
Desktop,1411,5227.000,49
Desktop,1799,12790.500,48
Mobile,1868,9292.000,48
Tablet,1250,6074.000,48
Mobile,1605,8376.500,48
Tablet,1047,7291.000,48
Tablet,1775,8099.000,48
Mobile,1806,9524.500,48
Mobile,1567,6663.000,48
Mobile,1969,11568.500,48
Desktop,1989,4984.500,48
Mobile,1832,9267.000,48
Mobile,5050,3009.500,48
Mobile,1655,9197.500,48
Tablet,1267,5924.000,48
Tablet,5050,4058.500,48
Mobile,1551,12776.000,48
Tablet,1052,4671.500,48
Mobile,1516,8020.500,48
Mobile,1814,9353.500,48
Desktop,1821,8133.000,48
Mobile,1458,5754.500,48
Desktop,1593,5962.000,48
Tablet,1202,7477.000,48
Tablet,1068,6668.000,48
Tablet,1349,6024.000,47
Desktop,1500,6630.000,47
Desktop,1717,6550.000,47
Desktop,1496,6615.000,47
Desktop,1938,11167.000,47
Desktop,1899,11028.000,47
Desktop,1557,6217.000,47
Mobile,1641,8030.000,47
Tablet,1122,6581.000,47
Desktop,1517,6468.000,47
Mobile,1802,7812.000,47
Desktop,1793,5872.000,47
Tablet,1391,2811.000,47
Desktop,1538,5545.000,47
Mobile,1911,10695.000,47
Tablet,1064,6430.000,47
Desktop,1606,4954.500,46
Desktop,2032,1802.500,46
Mobile,1314,5555.500,46
Mobile,1635,6798.000,46
Mobile,1599,7546.000,46
Tablet,1245,6516.000,46
Mobile,1662,10079.000,46
Tablet,1138,9282.500,46
Mobile,2428,10070.500,46
Mobile,1351,5868.000,46
Desktop,1601,7055.500,46
Mobile,2062,10537.500,46
Desktop,1473,5978.000,46
Desktop,1895,17188.000,46
Tablet,1039,5287.000,46
Desktop,1361,4892.500,46
Mobile,1855,8290.000,46
Desktop,1979,9095.000,46
Desktop,1400,5592.000,46
Desktop,1624,6128.500,46
Tablet,2247,4049.000,46
Tablet,1116,7594.000,45
Mobile,1452,7006.000,45
Desktop,1493,7200.000,45
Desktop,1465,6171.000,45
Mobile,2126,5998.000,45
Desktop,1413,5304.000,45
Tablet,1183,5209.000,45
Mobile,1659,9952.000,45
Mobile,1560,7454.000,45
Mobile,1719,6176.000,45
Tablet,1184,5261.000,45
Mobile,1664,7390.000,45
Tablet,1028,5638.000,45
Mobile,1919,12059.000,45
Desktop,2116,3578.000,45
Mobile,1407,11673.000,45
Tablet,1085,4457.000,45
Desktop,1786,8742.000,45
Tablet,1154,8483.000,45
Tablet,1191,6332.000,45
Tablet,1130,8033.500,44
Desktop,1464,6396.500,44
Tablet,1090,4679.500,44
Desktop,1531,4631.000,44
Tablet,1223,7700.000,44
Mobile,1934,10273.000,44
Mobile,1394,6544.000,44
Mobile,1718,7140.000,44
Mobile,2217,5523.000,44
Desktop,1774,5560.500,44
Mobile,1813,7320.000,44
Tablet,1179,6852.000,44
Mobile,1953,15413.500,44
Desktop,1765,7468.000,44
Desktop,1537,5615.500,44
Tablet,1632,10770.000,44
Desktop,1728,5860.000,44
Mobile,1886,8355.500,44
Desktop,1336,7016.500,44
Desktop,1635,5847.000,44
Tablet,1535,6325.500,44
Tablet,1041,8019.500,44
Mobile,2150,9225.500,44
Mobile,1686,5718.500,44
Tablet,1070,7603.500,44
Desktop,1908,5612.500,44
Mobile,5058,3766.000,43
Desktop,1399,5493.000,43
Mobile,1610,7823.000,43
Desktop,1796,9692.000,43
Mobile,1867,9303.000,43
Mobile,1856,6818.000,43
Desktop,1755,10582.000,43
Desktop,1756,5307.000,43
Mobile,1500,7190.000,43
Desktop,1784,7948.000,43
Desktop,1981,6365.000,43
Desktop,1495,5681.000,43
Mobile,1494,12138.000,43
Desktop,1850,8858.000,43
Tablet,1120,7741.000,43
Desktop,1368,6561.000,43
Tablet,1136,9733.000,43
Mobile,1794,8021.000,43
Desktop,1488,5376.000,43
Desktop,1463,4847.000,43
Tablet,1476,11116.000,43
Tablet,1036,5662.000,43
Tablet,1318,6854.000,42
Desktop,1572,5799.000,42
Desktop,1684,5290.000,42
Desktop,1440,5556.500,42
Desktop,1401,5713.500,42
Mobile,1570,9393.500,42
Tablet,1174,4052.000,42
Tablet,1094,5837.500,42
Desktop,1724,5694.000,42
Mobile,1863,8491.000,42
Desktop,1472,5213.500,42
Tablet,1203,5979.000,42
Desktop,1709,7617.500,42
Mobile,1807,8778.500,42
Mobile,1657,8942.000,42
Tablet,1117,6441.500,42
Tablet,1113,7011.000,42
Desktop,1762,7086.500,42
Mobile,1431,4653.500,42
Mobile,1234,7337.000,42
Mobile,1873,9036.000,41
Tablet,1067,5178.000,41
Mobile,1939,9100.000,41
Tablet,2226,3029.000,41
Mobile,1964,7186.000,41
Mobile,1744,10475.000,41
Desktop,1444,7121.000,41
Desktop,1421,7136.000,41
Mobile,1771,7976.000,41
Desktop,4792,6584.000,41
Desktop,2107,6219.000,41
Desktop,1982,4035.000,41
Mobile,1618,6557.000,41
Mobile,2195,3464.000,41
Mobile,1712,9654.000,41
Desktop,1556,7523.000,41
Tablet,1160,6707.000,41
Mobile,2504,2655.000,41
Tablet,1142,5568.000,41
Desktop,1906,7525.000,41
Mobile,1631,9108.000,41
Desktop,1706,6217.000,41
Mobile,1666,10479.000,41
Tablet,1109,5315.000,41
Desktop,1461,6553.000,40
Tablet,1214,6384.500,40
Tablet,1165,6802.500,40
Desktop,3279,4209.000,40
Desktop,2178,997.000,40
Desktop,2199,12805.000,40
Tablet,1054,6041.000,40
Desktop,1498,5022.500,40
Desktop,1640,6462.500,40
Tablet,1189,8319.000,40
Desktop,1677,5806.000,40
Desktop,1648,5486.500,40
Desktop,2173,8732.000,40
Mobile,1824,10891.000,40
Desktop,1894,6688.000,40
Desktop,1425,5217.000,40
Tablet,1195,6801.500,40
Mobile,1591,14941.000,40
Tablet,1082,7816.500,40
Mobile,2883,7394.500,40
Tablet,1145,8550.000,40
Tablet,1645,5602.000,40
Tablet,1058,6282.000,40
Desktop,1639,6537.500,40
Desktop,1490,4957.500,40
Desktop,1617,8226.500,40
Tablet,1317,6323.000,40
Mobile,1240,6107.000,40
Tablet,1127,7907.000,40
Desktop,1743,9183.500,40
Tablet,1107,6289.000,40
Mobile,1426,7842.500,40
Mobile,1419,5896.500,40
Mobile,1683,7744.000,40
Desktop,1415,5811.000,39
Tablet,1208,7996.000,39
Mobile,1639,6726.000,39
Desktop,3467,3232.000,39
Desktop,1528,5080.000,39
Tablet,1140,8654.000,39
Tablet,1168,6792.000,39
Tablet,1397,3225.000,39
Desktop,1610,4338.000,39
Mobile,1456,5058.000,39
Mobile,1784,6033.000,39
Mobile,2058,8635.000,39
Mobile,2154,6627.000,39
Desktop,1764,7993.000,39
Desktop,1686,5575.000,39
Tablet,1101,5047.000,39
Mobile,2988,19271.000,39
Tablet,1185,7864.000,39
Mobile,1851,8703.000,39
Mobile,1829,7600.000,39
Desktop,1547,4417.000,39
Desktop,1616,5048.000,39
Tablet,1212,7853.000,39
Desktop,1907,8096.000,39
Mobile,1930,10598.000,39
Tablet,2504,6010.000,39
Mobile,1809,9004.000,39
Desktop,1690,7966.000,39
Desktop,1800,7302.000,39
Mobile,1638,7967.000,39
Tablet,1124,5416.000,39
Tablet,1062,5694.000,39
Tablet,1177,7161.000,39
Desktop,1878,6438.500,38
Desktop,1712,9519.000,38
Desktop,1526,5797.500,38
Tablet,1206,8744.500,38
Mobile,1837,7607.500,38
Tablet,1164,6144.000,38
Desktop,3324,3964.000,38
Desktop,1931,7715.500,38
Mobile,1819,8175.500,38
Desktop,1506,6950.000,38
Tablet,1242,7949.000,38
Tablet,1328,6436.500,38
Mobile,4783,8923.500,38
Desktop,1514,6241.500,38
Mobile,2440,25437.500,38
Desktop,1516,7002.000,38
Tablet,1290,4907.500,38
Mobile,1411,7231.500,38
Tablet,1697,7308.000,38
Tablet,1126,8386.500,38
Mobile,1557,9736.000,38
Mobile,1558,9532.500,38
Mobile,1544,7559.500,38
Desktop,1719,7172.500,38
Desktop,1428,5982.000,38
Mobile,1467,5671.000,38
Tablet,1568,6088.000,38
Desktop,1806,7001.000,38
Desktop,1342,5866.000,38
Desktop,1689,6081.000,38
Tablet,1128,7075.500,38
Desktop,1803,10243.500,38
Desktop,1611,5315.500,38
Mobile,1808,9339.000,38
Desktop,1680,6595.500,38
Mobile,1433,5359.500,38
Desktop,1703,5018.500,38
Tablet,1198,7427.000,37
Mobile,2242,8083.000,37
Desktop,1667,6755.000,37
Tablet,1200,6002.000,37
Mobile,1654,9008.000,37
Tablet,1977,4248.000,37
Desktop,1953,11120.000,37
Desktop,1962,7177.000,37
Desktop,1408,5580.000,37
Mobile,1879,9849.000,37
Desktop,1438,4859.000,37
Mobile,1505,7473.000,37
Desktop,2164,24779.000,37
Desktop,2057,5509.000,37
Tablet,1285,2663.000,37
Mobile,5049,2871.000,37
Desktop,1664,6362.000,37
Desktop,1512,6874.000,37
Desktop,1763,7106.000,37
Desktop,1532,5309.000,37
Tablet,1180,6394.000,37
Mobile,2492,8866.000,37
Mobile,2174,12936.000,37
Desktop,1594,6546.000,37
Tablet,1239,4182.000,37
Desktop,1974,9143.000,37
Desktop,1829,10422.000,37
Mobile,1575,5626.000,37
Desktop,1638,7364.000,37
Mobile,2429,5859.000,37
Mobile,1859,9873.000,36
Desktop,1543,5412.500,36
Desktop,1942,6716.500,36
Tablet,1055,4671.500,36
Desktop,1678,5694.000,36
Mobile,1438,6256.500,36
Mobile,1743,11248.000,36
Mobile,1640,8102.000,36
Mobile,2208,12071.500,36
Tablet,1044,5518.500,36
Mobile,1468,6644.000,36
Desktop,1721,8156.500,36
Tablet,1084,5621.500,36
Desktop,1576,6245.500,36
Desktop,1595,6297.000,36
Tablet,1238,5242.500,36
Mobile,1901,11290.000,36
Mobile,1872,9521.500,36
Desktop,1414,6244.500,36
Mobile,1843,12449.000,36
Desktop,1760,6368.000,36
Mobile,2201,3865.000,36
Tablet,1065,5114.500,36
Desktop,1681,7845.500,36
Mobile,1817,7765.000,36
Desktop,1723,7576.000,36
Mobile,2364,13764.500,36
Desktop,1627,5372.500,36
Desktop,1893,8403.000,36
Desktop,5040,3189.000,36
Tablet,1037,4165.000,36
Desktop,1785,8170.000,35
Mobile,1579,12699.000,35
Desktop,1797,8696.000,35
Desktop,2191,6331.000,35
Tablet,1694,9578.000,35
Mobile,2012,10807.000,35
Mobile,1883,7364.000,35
Mobile,1604,7915.000,35
Mobile,2466,13776.000,35
Tablet,1570,5151.000,35
Desktop,2119,8549.000,35
Mobile,1413,10625.000,35
Mobile,1880,11191.000,35
Tablet,1244,3906.000,35
Mobile,1427,7008.000,35
Tablet,1253,6230.000,35
Tablet,1061,7159.000,35
Tablet,2220,2118.000,35
Desktop,1713,9086.000,35
Desktop,1501,5032.000,35
Mobile,1840,7228.000,35
Tablet,1672,5640.000,35
Mobile,2000,2435.000,35
Mobile,1887,12770.000,35
Mobile,1828,6677.000,35
Desktop,1577,4478.000,35
Desktop,1650,6984.000,35
Tablet,1533,3248.000,35
Mobile,1501,7341.000,35
Mobile,1789,7911.000,35
Mobile,1685,7465.000,35
Mobile,1688,6873.000,35
Desktop,1666,5805.000,35
Tablet,1701,7512.000,35
Desktop,1623,5955.000,35
Tablet,1159,6437.000,35
Tablet,1112,4217.000,35
Desktop,1772,6898.000,35
Tablet,1125,4507.000,34
Tablet,1170,5066.000,34
Mobile,1830,9887.500,34
Mobile,2129,14516.000,34
Desktop,1656,4967.000,34
Desktop,1598,4571.500,34
Desktop,1910,7541.000,34
Desktop,2130,7547.500,34
Mobile,5048,3338.500,34
Tablet,1088,6926.000,34
Mobile,2066,10864.000,34
Mobile,2250,3480.500,34
Mobile,2238,3585.500,34
Tablet,1196,7140.500,34
Desktop,3277,4921.000,34
Desktop,1629,6831.500,34
Tablet,2205,5079.500,34
Mobile,2031,12186.500,34
Mobile,2276,7853.500,34
Desktop,1497,7566.500,34
Desktop,1716,6036.000,34
Mobile,2055,8445.000,34
Mobile,1745,17845.500,34
Tablet,1371,9821.000,34
Tablet,1194,7790.500,34
Tablet,1287,4631.500,34
Tablet,1121,6107.000,33
Desktop,1729,9023.000,33
Mobile,1658,5726.000,33
Tablet,1026,5114.000,33
Desktop,2183,9973.000,33
Mobile,1716,9018.000,33
Tablet,1566,3207.000,33
Desktop,1504,5135.000,33
Desktop,1855,8192.000,33
Tablet,1521,4337.000,33
Tablet,1943,15501.000,33
Desktop,1578,5785.000,33
Desktop,1892,7633.000,33
Mobile,1532,8321.000,33
Desktop,1929,7230.000,33
Desktop,1787,7042.000,33
Desktop,1549,6057.000,33
Desktop,1831,9381.000,33
Mobile,1703,10189.000,33
Mobile,1621,7979.000,33
Desktop,2004,8003.000,33
Tablet,1162,4860.000,33
Desktop,1683,6396.000,33
Desktop,1494,5630.000,33
Mobile,2166,10934.000,33
Desktop,2058,8571.000,33
Tablet,2288,6064.500,32
Mobile,1507,5452.000,32
Desktop,1390,6318.500,32
Mobile,1707,6941.500,32
Tablet,1152,8163.000,32
Desktop,5050,2868.000,32
Tablet,1207,7211.500,32
Tablet,1726,10849.500,32
Desktop,1691,9613.000,32
Desktop,1770,6533.000,32
Desktop,2176,25434.500,32
Tablet,1209,6886.000,32
Mobile,1727,8403.000,32
Mobile,1398,6103.000,32
Desktop,1773,7586.500,32
Mobile,1627,9967.000,32
Desktop,1978,6146.000,32
Tablet,1201,5990.000,32
Desktop,1969,8366.000,32
Tablet,1312,10474.500,32
Mobile,2344,13695.000,32
Tablet,1774,5900.000,32
Desktop,4138,8691.000,31
Desktop,2275,6851.000,31
Mobile,1925,11374.000,31
Mobile,2262,3244.000,31
Desktop,1551,8239.000,31
Tablet,1153,6214.000,31
Mobile,1622,7474.000,31
Mobile,1965,7243.000,31
Mobile,1947,8169.000,31
